生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
計畫,jì huà,kế hoạch,แผน,plan,原本的計畫是去河邊，可是因為姊姊不舒服，大家留在家裡。,"Kế hoạch ban đầu là đi bờ sông, nhưng vì chị gái không khỏe nên mọi người ở nhà.",แผนเดิมคือไปริมแม่น้ำ แต่เพราะพี่สาวไม่สบาย ทุกคนจึงอยู่บ้าน,"The original plan was to go to the riverside, but because the older sister felt unwell, everyone stayed home."
幫,bāng,giúp,ช่วย,to help,我幫媽媽洗衣服，爸爸在旁邊擦窗戶。,"Tôi giúp mẹ giặt quần áo, bố lau cửa sổ bên cạnh.",ฉันช่วยแม่ซักเสื้อผ้า ส่วนพ่อเช็ดหน้าต่างอยู่ข้าง ๆ,I helped Mom wash clothes while Dad wiped the windows nearby.
打掃,dǎ sǎo,quét dọn,ทำความสะอาด,to clean,放學以後，姐姐打掃房間，然後才回家寫功課。,"Sau giờ học, chị gái quét dọn phòng, rồi mới về nhà làm bài tập.",หลังเลิกเรียน พี่สาวทำความสะอาดห้อง แล้วค่อยกลับบ้านไปทำการบ้าน,"After school, the older sister to clean the room and then went home to do homework."
一邊...一邊,yì biān...yì biān...,vừa... vừa...,ทำ...ไปด้วย ทำ...ไปด้วย,while doing...,爸爸一邊聽廣播，一邊擦窗戶，看起來很輕鬆。,"Bố vừa nghe radio vừa lau cửa sổ, trông rất thoải mái.",พ่อฟังวิทยุไปด้วยเช็ดหน้าต่างไปด้วย ดูสบายมาก,"Dad listened to the radio while wiping the windows, and he looked relaxed."
廣播,guǎng bō,radio / phát thanh,วิทยุ / รายการวิทยุ,radio / broadcast,爸爸打掃房間時喜歡聽廣播，這樣不會覺得無聊。,"Khi bố dọn phòng, bố thích nghe radio, như vậy sẽ không thấy chán.",เวลาพ่อทำความสะอาดห้อง พ่อชอบฟังวิทยุ แบบนี้จะไม่รู้สึกน่าเบื่อ,Dad likes listening to the radio while cleaning the room so he does not feel bored.
擦,cā,lau / chùi,เช็ด,to wipe,媽媽請弟弟擦桌子，可是弟弟想先整理書包。,"Mẹ bảo em trai lau bàn, nhưng em ấy muốn dọn cặp sách trước.",แม่ขอให้น้องชายเช็ดโต๊ะ แต่น้องชายอยากจัดกระเป๋าก่อน,"Mom asked the younger brother to wipe the table, but he wanted to organize his schoolbag first."
窗戶,chuāng hù,cửa sổ,หน้าต่าง,window,媽媽買了一個新的窗戶，準備送給正在上學的妹妹。,"Trước khi ra ngoài, em trai bỏ cửa sổ vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน น้องชายใส่หน้าต่างลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, the younger brother put window into the bag so they would not realize at school that they had forgotten it."
洗,xǐ,rửa / giặt,ล้าง / ซัก,to wash,我幫媽媽洗衣服，妹妹在旁邊把衣服掛起來。,"Tôi giúp mẹ giặt quần áo, em gái bên cạnh phơi quần áo lên.",ฉันช่วยแม่ซักเสื้อผ้า น้องสาวอยู่ข้าง ๆ และแขวนเสื้อผ้าขึ้น,"I helped Mom wash clothes, while my younger sister hung them up beside me."
衣服,yī fú,quần áo,เสื้อผ้า,clothes,出門以前，小明把衣服放進包包裡，免得到了學校才發現忘了帶。,"Trước khi ra ngoài, Tiểu Minh bỏ quần áo vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน เสี่ยวหมิงใส่เสื้อผ้าลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, Xiaoming put clothes into the bag so they would not realize at school that they had forgotten it."
覺得,jué dé,cảm thấy / cho rằng,รู้สึก / คิดว่า,to feel / to think,小美覺得這條裙子太短，所以沒有買。,"Tiểu Mỹ cảm thấy chiếc váy này quá ngắn, vì vậy không mua.",เสี่ยวเหม่ยรู้สึกว่ากระโปรงตัวนี้สั้นเกินไป จึงไม่ได้ซื้อ,"Xiaomei felt that this skirt was too short, so she did not buy it."
房間,fáng jiān,phòng,ห้อง,room,媽媽買了一個新的房間，準備送給正在上學的妹妹。,"Trước khi ra ngoài, Tiểu Hoa bỏ phòng vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน เสี่ยวหัวใส่ห้องลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, Xiaohua put room into the bag so they would not realize at school that they had forgotten it."
最,zuì,nhất,ที่สุด,most,朋友問起最的時候，弟弟想了一下才回答。,"Trong bữa tối, em trai và gia đình nói về nhất, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องที่สุด ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about most, and everyone said it was important."
亂,luàn,lộn xộn,รก,messy,書桌太亂了，小美花了半個小時才整理好。,"Bàn học quá lộn xộn, Tiểu Mỹ mất nửa giờ mới dọn xong.",โต๊ะเรียนรกเกินไป เสี่ยวเหม่ยใช้เวลาครึ่งชั่วโมงจึงจัดเสร็จ,"The desk was too messy, and Xiaomei spent half an hour tidying it up."
弄,nòng,làm / khiến,ทำ / จัดการ,to make / do,弟弟把房間弄乾淨以後，媽媽才讓他出去玩。,"Sau khi em trai làm phòng sạch sẽ, mẹ mới cho em ấy ra ngoài chơi.",หลังจากน้องชายทำให้ห้องสะอาด แม่จึงให้เขาออกไปเล่น,"After the younger brother made the room clean, Mom let him go out to play."
乾淨,gān jìng,sạch sẽ,สะอาด,clean,這個地方看起來很乾淨，很多人都想來看看。,"Tiểu Mỹ cảm thấy hoạt động hôm nay rất sạch sẽ, vì vậy muốn lần sau tham gia nữa.",เสี่ยวเหม่ยรู้สึกว่ากิจกรรมวันนี้สะอาดมาก ดังนั้นครั้งหน้าอยากเข้าร่วมอีก,"Xiaomei felt today’s activity was very clean, so they wanted to join again next time."
願意,yuàn yì,sẵn lòng,ยินดี / เต็มใจ,to be willing,媽媽說這個方法很願意，可以幫大家省很多時間。,"Tiểu Hoa cảm thấy hoạt động hôm nay rất sẵn lòng, vì vậy muốn lần sau tham gia nữa.",เสี่ยวหัวรู้สึกว่ากิจกรรมวันนี้ยินดีมาก ดังนั้นครั้งหน้าอยากเข้าร่วมอีก,"Xiaohua felt today’s activity was very to be willing, so they wanted to join again next time."
太乾淨,tài gān jìng,quá sạch,สะอาดเกินไป,too clean,晚上吃飯時，弟弟和家人談到太乾淨，大家都說這件事很重要。,"Trong bữa tối, em trai và gia đình nói về quá sạch, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องสะอาดเกินไป ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about too clean, and everyone said it was important."
就,jiù,thì / liền,ก็ / แล้ว,then / just,昨天看新聞的時候，姐姐注意到就，於是上網查了更多資料。,"Trong bữa tối, chị gái và gia đình nói về thì, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องก็ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about then, and everyone said it was important."
找不到,zhǎo bú dào,không tìm thấy,หาไม่เจอ,cannot find,小明最近常常遇到和找不到有關的問題，所以想請朋友幫忙。,"Trong bữa tối, Tiểu Minh và gia đình nói về không tìm thấy, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องหาไม่เจอ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about cannot find, and everyone said it was important."
還是,hái shì,vẫn là / hay là,ยังคง / หรือว่า,still / or,朋友問起還是的時候，小美想了一下才回答。,"Trong bữa tối, Tiểu Mỹ và gia đình nói về vẫn là, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวเหม่ยกับครอบครัวคุยกันเรื่องยังคง ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaomei and the family talked about still, and everyone said it was important."
整理,zhěng lǐ,sắp xếp / dọn dẹp,จัดระเบียบ,to tidy up / organize,考試以前，小美先整理書桌，然後才開始讀書。,"Trước kỳ thi, Tiểu Mỹ dọn bàn học trước rồi mới bắt đầu đọc sách.",ก่อนสอบ เสี่ยวเหม่ยจัดโต๊ะเรียนก่อน แล้วจึงเริ่มอ่านหนังสือ,"Before the exam, Xiaomei tidied her desk before starting to study."
故事,gù shì,câu chuyện,เรื่องราว,story,昨天看新聞的時候，弟弟注意到故事，於是上網查了更多資料。,"Trong bữa tối, em trai và gia đình nói về câu chuyện, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องเรื่องราว ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about story, and everyone said it was important."
照顧,zhào gù,chăm sóc,ดูแล,to take care of,放學以後，姐姐照顧妹妹，然後才回家寫功課。,"Sau giờ học, chị gái chăm sóc em gái, rồi mới về nhà làm bài tập.",หลังเลิกเรียน พี่สาวดูแลน้องสาว แล้วค่อยกลับบ้านไปทำการบ้าน,"After school, the older sister to take care of the younger sister and then went home to do homework."
生病,shēng bìng,bị bệnh,ป่วย,to be sick,小華生病了，今天不能去學校上課。,"Tiểu Hoa bị bệnh, hôm nay không thể đến trường học.",เสี่ยวหัวป่วย วันนี้ไปโรงเรียนไม่ได้,Xiaohua is sick and cannot go to school today.
姊姊,zǐ zǐ,chị gái,พี่สาว,older sister,今天早上，姊姊們在學校門口集合，準備一起去參加活動。,"Sáng nay, các chị gái tập trung ở cổng trường, chuẩn bị cùng nhau tham gia hoạt động.",เช้านี้พี่สาวรวมตัวกันที่หน้าประตูโรงเรียน เตรียมเข้าร่วมกิจกรรมด้วยกัน,"This morning, the older sister gathered at the school gate and prepared to join the activity together."
關心,guān xīn,quan tâm,ใส่ใจ / เป็นห่วง,to care about,你關心自己住的環境嗎？如果關心，就可以參加這個活動。,"Bạn có quan tâm đến môi trường nơi mình sống không? Nếu quan tâm, bạn có thể tham gia hoạt động này.",คุณใส่ใจสิ่งแวดล้อมที่คุณอาศัยอยู่ไหม ถ้าใส่ใจ ก็สามารถเข้าร่วมกิจกรรมนี้ได้,"Do you care about the environment where you live? If you do, you can join this activity."
你住的,nǐ zhù de,nơi bạn sống,ที่คุณอาศัยอยู่,where you live,你住的地方如果很乾淨，生活也會比較舒服。,"Nếu nơi bạn sống rất sạch sẽ, cuộc sống cũng sẽ thoải mái hơn.",ถ้าที่ที่คุณอาศัยอยู่สะอาดมาก ชีวิตก็จะสบายขึ้น,"If the place where you live is clean, life will be more comfortable."
環境,huán jìng,môi trường,สิ่งแวดล้อม,environment,朋友問起環境的時候，姐姐想了一下才回答。,"Trong bữa tối, chị gái và gia đình nói về môi trường, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องสิ่งแวดล้อม ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about environment, and everyone said it was important."
討厭,tǎo yàn,ghét,เกลียด / ไม่ชอบ,to dislike / hate,小明討厭髒亂的環境，所以每個星期都會打掃房間。,"Tiểu Minh ghét môi trường bẩn và lộn xộn, vì vậy mỗi tuần đều dọn phòng.",เสี่ยวหมิงไม่ชอบสภาพแวดล้อมที่สกปรกและรก ดังนั้นทุกสัปดาห์จะทำความสะอาดห้อง,"Xiaoming dislikes dirty and messy environments, so he cleans his room every week."
歡迎,huān yíng,hoan nghênh / chào mừng,ยินดีต้อนรับ,welcome,歡迎大家在五月三十號以前上網參加活動。,Hoan nghênh mọi người lên mạng tham gia hoạt động trước ngày ba mươi tháng năm.,ยินดีต้อนรับทุกคนเข้าร่วมกิจกรรมออนไลน์ก่อนวันที่สามสิบพฤษภาคม,Everyone is welcome to join the activity online before May 30.
加入,jiā rù,tham gia / gia nhập,เข้าร่วม,to join,小美想加入環境活動，和大家一起讓社區變得更乾淨。,Tiểu Mỹ muốn tham gia hoạt động môi trường và cùng mọi người làm cho cộng đồng sạch hơn.,เสี่ยวเหม่ยอยากเข้าร่วมกิจกรรมสิ่งแวดล้อม และทำให้ชุมชนสะอาดขึ้นกับทุกคน,Xiaomei wants to join the environmental activity and make the community cleaner with everyone.
以前,yǐ qián,trước đây,เมื่อก่อน,before / previously,朋友問起以前的時候，弟弟想了一下才回答。,"Trong bữa tối, em trai và gia đình nói về trước đây, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องเมื่อก่อน ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about before, and everyone said it was important."
上網,shàng wǎng,lên mạng,ใช้อินเทอร์เน็ต,to go online,學生可以上網畫圖或寫文章，說出自己對環境的想法。,Học sinh có thể lên mạng vẽ tranh hoặc viết bài để nói ra suy nghĩ của mình về môi trường.,นักเรียนสามารถใช้อินเทอร์เน็ตวาดรูปหรือเขียนบทความ เพื่อบอกความคิดของตนเองเกี่ยวกับสิ่งแวดล้อม,Students can go online to draw pictures or write articles to express their thoughts about the environment.
感覺,gǎn jué,cảm giác,ความรู้สึก,feeling,昨天看新聞的時候，小明注意到感覺，於是上網查了更多資料。,"Trong bữa tối, Tiểu Minh và gia đình nói về cảm giác, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องความรู้สึก ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about feeling, and everyone said it was important."
畫,huà,vẽ,วาด,to draw,放學以後，小美畫一張海報，然後才回家寫功課。,"Sau giờ học, Tiểu Mỹ vẽ một tấm áp phích, rồi mới về nhà làm bài tập.",หลังเลิกเรียน เสี่ยวเหม่ยวาดโปสเตอร์หนึ่งแผ่น แล้วค่อยกลับบ้านไปทำการบ้าน,"After school, Xiaomei to draw a poster and then went home to do homework."
寫,xiě,viết,เขียน,to write,哥哥把對家鄉環境的想法寫出來，準備參加活動。,Anh trai viết ra suy nghĩ về môi trường quê hương để chuẩn bị tham gia hoạt động.,พี่ชายเขียนความคิดเกี่ยวกับสิ่งแวดล้อมของบ้านเกิดออกมา เตรียมเข้าร่วมกิจกรรม,The older brother wrote out his thoughts about his hometown environment to join the activity.
大聲,dà shēng,to tiếng,เสียงดัง,loudly,活動當天，學生可以大聲說出自己想改變的事情。,"Vào ngày hoạt động, học sinh có thể nói to những điều mình muốn thay đổi.",ในวันกิจกรรม นักเรียนสามารถพูดเรื่องที่ตนเองอยากเปลี่ยนแปลงออกมาดัง ๆ ได้,"On the day of the activity, students can loudly say what they want to change."
說,shuō,nói,พูด,to say / speak,媽媽請弟弟說出自己的感覺，不要一直放在心裡。,"Mẹ bảo em trai nói ra cảm giác của mình, đừng cứ để trong lòng.",แม่ขอให้น้องชายพูดความรู้สึกของตัวเองออกมา อย่าเก็บไว้ในใจตลอด,Mom asked the younger brother to say his feelings instead of keeping them inside.
出來,chū lái,ra / ra ngoài,ออกมา,out / to come out,小明最近常常遇到和出來有關的問題，所以想請朋友幫忙。,"Trong bữa tối, Tiểu Minh và gia đình nói về ra, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องออกมา ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about out, and everyone said it was important."
一起,yì qǐ,cùng nhau,ด้วยกัน,together,晚飯以後，我們全家一起看電視，媽媽還準備了水果。,"Sau bữa tối, cả gia đình chúng tôi cùng nhau xem ti vi, mẹ còn chuẩn bị trái cây.",หลังอาหารเย็น ครอบครัวของเราดูทีวีด้วยกัน และแม่ยังเตรียมผลไม้ไว้ด้วย,"After dinner, our whole family watched TV together, and Mom also prepared fruit."
讓,ràng,khiến / để cho,ทำให้ / ให้,to make / let,這個活動想讓更多人了解自己生活的環境。,Hoạt động này muốn khiến nhiều người hơn hiểu môi trường sống của mình.,กิจกรรมนี้ต้องการทำให้คนมากขึ้นเข้าใจสิ่งแวดล้อมที่ตนเองใช้ชีวิตอยู่,This activity wants to let more people understand the environment they live in.
更多,gèng duō,nhiều hơn,มากขึ้น,more,昨天看新聞的時候，弟弟注意到更多，於是上網查了更多資料。,"Trong bữa tối, em trai và gia đình nói về nhiều hơn, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องมากขึ้น ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about more, and everyone said it was important."
住,zhù,ở / sống,อยู่ / พัก,to live / stay,姐姐最近常常遇到和住有關的問題，所以想請朋友幫忙。,"Trong bữa tối, chị gái và gia đình nói về ở, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องอยู่ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about to live, and everyone said it was important."
在這裡,zài zhè lǐ,ở đây,ที่นี่,here,這個在這裡離學校不遠，學生走路十分鐘就到了。,"Chiều cuối tuần, Tiểu Minh cùng bạn đi đến ở đây, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด เสี่ยวหมิงกับเพื่อนไปที่นี่ด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, Xiaoming went to here with a friend and stayed there until five before going home."
了解,liǎo jiě,hiểu / tìm hiểu,เข้าใจ,to understand,參加活動以後，小明更了解自己住的社區。,"Sau khi tham gia hoạt động, Tiểu Minh hiểu rõ hơn về cộng đồng nơi mình sống.",หลังเข้าร่วมกิจกรรม เสี่ยวหมิงเข้าใจชุมชนที่ตนเองอาศัยอยู่มากขึ้น,"After joining the activity, Xiaoming understood the community where he lives better."
自己,zì jǐ,tự mình / bản thân,ตัวเอง,oneself,小明想自己做功課，所以沒有請哥哥幫忙。,"Tiểu Minh muốn tự mình làm bài tập, vì vậy không nhờ anh trai giúp.",เสี่ยวหมิงอยากทำการบ้านด้วยตัวเอง จึงไม่ได้ขอให้พี่ชายช่วย,"Xiaoming wanted to do his homework by himself, so he did not ask his older brother for help."
什麼事,shén me shì,việc gì,เรื่องอะไร,what matter,弟弟最近常常遇到和什麼事有關的問題，所以想請朋友幫忙。,"Trong bữa tối, em trai và gia đình nói về việc gì, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องเรื่องอะไร ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about what matter, and everyone said it was important."
做什麼事,zuò shén me shì,làm việc gì,ทำอะไร,what to do,朋友問起做什麼事的時候，姐姐想了一下才回答。,"Trong bữa tối, chị gái và gia đình nói về làm việc gì, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องทำอะไร ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about what to do, and everyone said it was important."
家人,jiā rén,người nhà / gia đình,คนในครอบครัว,family members,今天早上，家人們在學校門口集合，準備一起去參加活動。,"Sáng nay, các người nhà tập trung ở cổng trường, chuẩn bị cùng nhau tham gia hoạt động.",เช้านี้คนในครอบครัวรวมตัวกันที่หน้าประตูโรงเรียน เตรียมเข้าร่วมกิจกรรมด้วยกัน,"This morning, the family members gathered at the school gate and prepared to join the activity together."
參觀,cān guān,tham quan,เยี่ยมชม,to visit / tour,學生星期五要去參觀博物館，老師請大家準時集合。,"Thứ sáu học sinh sẽ đi tham quan bảo tàng, giáo viên yêu cầu mọi người tập trung đúng giờ.",วันศุกร์นักเรียนจะไปเยี่ยมชมพิพิธภัณฑ์ ครูขอให้ทุกคนมารวมตัวตรงเวลา,"The students will visit the museum on Friday, and the teacher asked everyone to gather on time."
大家,dà jiā,mọi người,ทุกคน,everyone,這些大家正在教室裡討論明天的活動。,"Sáng nay, các mọi người tập trung ở cổng trường, chuẩn bị cùng nhau tham gia hoạt động.",เช้านี้ทุกคนรวมตัวกันที่หน้าประตูโรงเรียน เตรียมเข้าร่วมกิจกรรมด้วยกัน,"This morning, the everyone gathered at the school gate and prepared to join the activity together."
參加,cān jiā,tham gia,เข้าร่วม,to participate,小華想參加學校的活動，所以先上網報名。,"Tiểu Hoa muốn tham gia hoạt động của trường, vì vậy cô ấy đăng ký trên mạng trước.",เสี่ยวหัวอยากเข้าร่วมกิจกรรมของโรงเรียน ดังนั้นเธอจึงสมัครออนไลน์ก่อน,"Xiaohua wants to participate in the school activity, so she registered online first."
活動,huó dòng,hoạt động,กิจกรรม,activity,這個活動從早上十點開始，參加的人可以換到水果。,"Hoạt động này bắt đầu lúc mười giờ sáng, người tham gia có thể đổi được trái cây.",กิจกรรมนี้เริ่มตอนสิบโมงเช้า ผู้เข้าร่วมสามารถแลกผลไม้ได้,"This activity starts at ten in the morning, and participants can exchange for fruit."
