生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
盤,pán,đĩa; lượng từ,จาน / ลักษณนามจาน,plate / measure word,小美在桌上看到盤，就把它拿去還給同學。,"Trước khi ra ngoài, Tiểu Mỹ bỏ đĩa vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน เสี่ยวเหม่ยใส่จานลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, Xiaomei put plate into the bag so they would not realize at school that they had forgotten it."
水餃,shuǐ jiǎo,sủi cảo,เกี๊ยวน้ำ / เกี๊ยวต้ม,dumplings,小華下課後買了水餃，準備帶回家和家人分享。,"Vào bữa trưa, Tiểu Hoa gọi sủi cảo, sau khi ăn xong cảm thấy rất no.",ตอนอาหารกลางวัน เสี่ยวหัวสั่งเกี๊ยวน้ำ กินเสร็จแล้วรู้สึกอิ่มมาก,"At lunch, Xiaohua ordered dumplings and felt very full after eating."
顆,kē,viên / cái; lượng từ,ลูก / เม็ด / ลักษณนาม,measure word for small round things,朋友問起顆的時候，弟弟想了一下才回答。,"Trong bữa tối, em trai và gia đình nói về viên, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องลูก ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about measure word for small round things, and everyone said it was important."
包子,bāo zi,bánh bao,ซาลาเปา,steamed bun,午餐的時候，姐姐點了包子，吃完以後覺得很飽。,"Vào bữa trưa, chị gái gọi bánh bao, sau khi ăn xong cảm thấy rất no.",ตอนอาหารกลางวัน พี่สาวสั่งซาลาเปา กินเสร็จแล้วรู้สึกอิ่มมาก,"At lunch, the older sister ordered steamed bun and felt very full after eating."
牛肉麵,niú ròu miàn,mì bò,บะหมี่เนื้อ,beef noodles,媽媽準備了牛肉麵給大家吃，弟弟吃得最開心。,"Vào bữa trưa, Tiểu Minh gọi mì bò, sau khi ăn xong cảm thấy rất no.",ตอนอาหารกลางวัน เสี่ยวหมิงสั่งบะหมี่เนื้อ กินเสร็จแล้วรู้สึกอิ่มมาก,"At lunch, Xiaoming ordered beef noodles and felt very full after eating."
湯,tāng,canh / súp,ซุป / น้ำแกง,soup,小美下課後買了湯，準備帶回家和家人分享。,"Vào bữa trưa, Tiểu Mỹ gọi canh, sau khi ăn xong cảm thấy rất no.",ตอนอาหารกลางวัน เสี่ยวเหม่ยสั่งซุป กินเสร็จแล้วรู้สึกอิ่มมาก,"At lunch, Xiaomei ordered soup and felt very full after eating."
愛,ài,yêu / yêu thích,รัก / ชอบ,to love,小朋友愛地球，所以他們把紙拿去換香蕉。,"Các em nhỏ yêu trái đất, vì vậy các em mang giấy đi đổi chuối.",เด็ก ๆ รักโลก ดังนั้นพวกเขาเอากระดาษไปแลกกล้วย,"The children love the Earth, so they took paper to exchange for bananas."
地球,dì qiú,trái đất,โลก,Earth,晚上吃飯時，弟弟和家人談到地球，大家都說這件事很重要。,"Trong bữa tối, em trai và gia đình nói về trái đất, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องโลก ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about Earth, and everyone said it was important."
公斤,gōng jīn,ki-lô-gam,กิโลกรัม,kilogram,昨天看新聞的時候，姐姐注意到公斤，於是上網查了更多資料。,"Trong bữa tối, chị gái và gia đình nói về ki-lô-gam, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องกิโลกรัม ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about kilogram, and everyone said it was important."
紙,zhǐ,giấy,กระดาษ,paper,媽媽買了一個新的紙，準備送給正在上學的妹妹。,"Trước khi ra ngoài, Tiểu Minh bỏ giấy vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน เสี่ยวหมิงใส่กระดาษลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, Xiaoming put paper into the bag so they would not realize at school that they had forgotten it."
香蕉,xiāng jiāo,chuối,กล้วย,banana,這家餐廳的香蕉很有名，所以中午常常坐滿客人。,"Vào bữa trưa, Tiểu Mỹ gọi chuối, sau khi ăn xong cảm thấy rất no.",ตอนอาหารกลางวัน เสี่ยวเหม่ยสั่งกล้วย กินเสร็จแล้วรู้สึกอิ่มมาก,"At lunch, Xiaomei ordered banana and felt very full after eating."
日期,rì qī,ngày tháng,วันที่,date,晚上吃飯時，小華和家人談到日期，大家都說這件事很重要。,"Trong bữa tối, Tiểu Hoa và gia đình nói về ngày tháng, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องวันที่ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about date, and everyone said it was important."
時間,shí jiān,thời gian,เวลา,time,昨天看新聞的時候，弟弟注意到時間，於是上網查了更多資料。,"Trong bữa tối, em trai và gia đình nói về thời gian, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องเวลา ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about time, and everyone said it was important."
活動,huó dòng,hoạt động,กิจกรรม,activity,這個活動從早上十點開始，參加的人可以換到水果。,"Hoạt động này bắt đầu lúc mười giờ sáng, người tham gia có thể đổi được trái cây.",กิจกรรมนี้เริ่มตอนสิบโมงเช้า ผู้เข้าร่วมสามารถแลกผลไม้ได้,"This activity starts at ten in the morning, and participants can exchange for fruit."
換,huàn,đổi,แลก / เปลี่ยน,to exchange / change,小明把舊書帶到學校，想換一本新的故事書。,"Tiểu Minh mang sách cũ đến trường, muốn đổi lấy một cuốn truyện mới.",เสี่ยวหมิงเอาหนังสือเก่าไปโรงเรียน อยากแลกหนังสือนิทานเล่มใหม่,Xiaoming brought an old book to school and wanted to exchange it for a new storybook.
水果,shuǐ guǒ,trái cây,ผลไม้,fruit,午餐的時候，小美點了水果，吃完以後覺得很飽。,"Vào bữa trưa, Tiểu Mỹ gọi trái cây, sau khi ăn xong cảm thấy rất no.",ตอนอาหารกลางวัน เสี่ยวเหม่ยสั่งผลไม้ กินเสร็จแล้วรู้สึกอิ่มมาก,"At lunch, Xiaomei ordered fruit and felt very full after eating."
中午,zhōng wǔ,buổi trưa,ตอนเที่ยง,noon,昨天看新聞的時候，小華注意到中午，於是上網查了更多資料。,"Trong bữa tối, Tiểu Hoa và gia đình nói về buổi trưa, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องตอนเที่ยง ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about noon, and everyone said it was important."
開始,kāi shǐ,bắt đầu,เริ่ม,to start,弟弟最近常常遇到和開始有關的問題，所以想請朋友幫忙。,"Trong bữa tối, em trai và gia đình nói về bắt đầu, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องเริ่ม ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about to start, and everyone said it was important."
禮拜,lǐ bài,tuần,สัปดาห์,week,朋友問起禮拜的時候，姐姐想了一下才回答。,"Trong bữa tối, chị gái và gia đình nói về tuần, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องสัปดาห์ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about week, and everyone said it was important."
宿舍,sù shè,ký túc xá,หอพัก,dormitory,週末下午，小明和朋友一起去宿舍，他們在那裡待到五點才回家。,"Chiều cuối tuần, Tiểu Minh cùng bạn đi đến ký túc xá, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด เสี่ยวหมิงกับเพื่อนไปหอพักด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, Xiaoming went to dormitory with a friend and stayed there until five before going home."
停水,tíng shuǐ,cúp nước,หยุดจ่ายน้ำ / น้ำไม่ไหล,water outage,因為學校要檢查水管，所以男生宿舍下午會停水。,"Vì trường phải kiểm tra ống nước, ký túc xá nam buổi chiều sẽ cúp nước.",เพราะโรงเรียนต้องตรวจท่อน้ำ หอพักชายตอนบ่ายจะน้ำไม่ไหล,"Because the school needs to check the water pipes, the men’s dormitory will have a water outage in the afternoon."
通知,tōng zhī,thông báo,ประกาศ / แจ้ง,notice / to notify,小華最近常常遇到和通知有關的問題，所以想請朋友幫忙。,"Trong bữa tối, Tiểu Hoa và gia đình nói về thông báo, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องประกาศ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about notice, and everyone said it was important."
任何,rèn hé,bất kỳ,ใด ๆ / อะไรก็ตาม,any,如果有任何問題，學生可以打電話到總務處。,"Nếu có bất kỳ vấn đề nào, học sinh có thể gọi điện đến phòng tổng vụ.",หากมีปัญหาใด ๆ นักเรียนสามารถโทรไปที่ฝ่ายธุรการได้,"If there are any problems, students can call the general affairs office."
問題,wèn tí,vấn đề / câu hỏi,ปัญหา / คำถาม,problem / question,晚上吃飯時，姐姐和家人談到問題，大家都說這件事很重要。,"Trong bữa tối, chị gái và gia đình nói về vấn đề, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องปัญหา ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about problem, and everyone said it was important."
總務處,zǒng wù chù,phòng tổng vụ,ฝ่ายธุรการ / กองกิจการทั่วไป,general affairs office,昨天看新聞的時候，小明注意到總務處，於是上網查了更多資料。,"Trong bữa tối, Tiểu Minh và gia đình nói về phòng tổng vụ, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องฝ่ายธุรการ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about general affairs office, and everyone said it was important."
全校,quán xiào,toàn trường,ทั้งโรงเรียน / ทั้งมหาวิทยาลัย,the whole school,明天全校都有運動會，所以學生不用上普通課。,"Ngày mai toàn trường có hội thao, vì vậy học sinh không cần học các lớp bình thường.",พรุ่งนี้ทั้งโรงเรียนมีกีฬาสี ดังนั้นนักเรียนไม่ต้องเรียนวิชาปกติ,"The whole school has a sports day tomorrow, so students do not need to attend regular classes."
一共,yí gòng,tổng cộng,ทั้งหมด / รวมเป็น,altogether / in total,朋友問起一共的時候，小華想了一下才回答。,"Trong bữa tối, Tiểu Hoa và gia đình nói về tổng cộng, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องทั้งหมด ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about altogether, and everyone said it was important."
小時,xiǎo shí,giờ / tiếng đồng hồ,ชั่วโมง,hour,從學校到火車站要一個小時，爸爸叫我們早一點出門。,"Từ trường đến ga tàu mất một giờ, bố bảo chúng tôi ra khỏi nhà sớm hơn một chút.",จากโรงเรียนไปสถานีรถไฟใช้เวลาหนึ่งชั่วโมง พ่อบอกให้เราออกจากบ้านเร็วหน่อย,"It takes one hour to get from school to the train station, so Dad told us to leave earlier."
早一天,zǎo yī tiān,sớm hơn một ngày,เร็วกว่าหนึ่งวัน,one day earlier,男生宿舍比女生宿舍早一天停水，大家要看清楚日期。,"Ký túc xá nam cúp nước sớm hơn ký túc xá nữ một ngày, mọi người phải xem rõ ngày tháng.",หอพักชายน้ำไม่ไหลเร็วกว่าหอพักหญิงหนึ่งวัน ทุกคนต้องดูวันที่ให้ชัดเจน,"The men’s dormitory has a water outage one day earlier than the women’s dormitory, so everyone should check the date carefully."
住,zhù,ở / sống,อยู่ / พัก,to live / stay,小明最近常常遇到和住有關的問題，所以想請朋友幫忙。,"Trong bữa tối, Tiểu Minh và gia đình nói về ở, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องอยู่ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about to live, and everyone said it was important."
兩晚,liǎng wǎn,hai đêm,สองคืน,two nights,這家旅館的活動是住兩晚，第二晚不用錢。,"Hoạt động của khách sạn này là ở hai đêm, đêm thứ hai không cần trả tiền.",กิจกรรมของโรงแรมนี้คือพักสองคืน คืนที่สองไม่ต้องเสียเงิน,"This hotel’s promotion is to stay two nights, with the second night free."
第二晚,dì èr wǎn,đêm thứ hai,คืนที่สอง,the second night,旅館說第二晚不用錢，所以爸爸決定多住一天。,"Khách sạn nói đêm thứ hai miễn phí, vì vậy bố quyết định ở thêm một ngày.",โรงแรมบอกว่าคืนที่สองไม่ต้องเสียเงิน ดังนั้นพ่อจึงตัดสินใจพักเพิ่มอีกหนึ่งวัน,"The hotel said the second night was free, so Dad decided to stay one more day."
不用錢,bú yòng qián,không cần tiền / miễn phí,ไม่ต้องเสียเงิน / ฟรี,free / no need to pay,這個公園星期日不用錢，很多家庭都會帶小孩來玩。,"Công viên này chủ nhật không cần tiền, nhiều gia đình đều đưa trẻ con đến chơi.",สวนสาธารณะนี้วันอาทิตย์ไม่ต้องเสียเงิน หลายครอบครัวจึงพาเด็กมาเล่น,"This park is free on Sundays, so many families bring their children to play."
參加,cān jiā,tham gia,เข้าร่วม,to participate,小華想參加學校的活動，所以先上網報名。,"Tiểu Hoa muốn tham gia hoạt động của trường, vì vậy cô ấy đăng ký trên mạng trước.",เสี่ยวหัวอยากเข้าร่วมกิจกรรมของโรงเรียน ดังนั้นเธอจึงสมัครออนไลน์ก่อน,"Xiaohua wants to participate in the school activity, so she registered online first."
送,sòng,tặng / đưa,ให้ / ส่ง,to give / send,活動結束以後，工作人員送每個人一張小卡片。,"Sau khi hoạt động kết thúc, nhân viên tặng mỗi người một tấm thiệp nhỏ.",หลังจากกิจกรรมจบ เจ้าหน้าที่มอบการ์ดใบเล็กให้ทุกคน,"After the activity ended, the staff gave everyone a small card."
機票,jī piào,vé máy bay,ตั๋วเครื่องบิน,plane ticket,出門以前，小美把機票放進包包裡，免得到了學校才發現忘了帶。,"Trước khi ra ngoài, Tiểu Mỹ bỏ vé máy bay vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน เสี่ยวเหม่ยใส่ตั๋วเครื่องบินลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, Xiaomei put plane ticket into the bag so they would not realize at school that they had forgotten it."
只有,zhǐ yǒu,chỉ có,มีเพียง / แค่,only,昨天看新聞的時候，小華注意到只有，於是上網查了更多資料。,"Trong bữa tối, Tiểu Hoa và gia đình nói về chỉ có, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องมีเพียง ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about only, and everyone said it was important."
都不用,dōu bú yòng,đều không cần,ทั้งหมดไม่ต้อง,all do not need to,弟弟最近常常遇到和都不用有關的問題，所以想請朋友幫忙。,"Trong bữa tối, em trai và gia đình nói về đều không cần, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องทั้งหมดไม่ต้อง ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about all do not need to, and everyone said it was important."
錢,qián,tiền,เงิน,money,朋友問起錢的時候，姐姐想了一下才回答。,"Trong bữa tối, chị gái và gia đình nói về tiền, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องเงิน ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about money, and everyone said it was important."
火車站,huǒ chē zhàn,ga tàu hỏa,สถานีรถไฟ,train station,週末下午，小明和朋友一起去火車站，他們在那裡待到五點才回家。,"Chiều cuối tuần, Tiểu Minh cùng bạn đi đến ga tàu hỏa, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด เสี่ยวหมิงกับเพื่อนไปสถานีรถไฟด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, Xiaoming went to train station with a friend and stayed there until five before going home."
高鐵站,gāo tiě zhàn,ga tàu cao tốc,สถานีรถไฟความเร็วสูง,high-speed rail station,下課以後，小美經過高鐵站，看到裡面有很多人。,"Chiều cuối tuần, Tiểu Mỹ cùng bạn đi đến ga tàu cao tốc, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด เสี่ยวเหม่ยกับเพื่อนไปสถานีรถไฟความเร็วสูงด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, Xiaomei went to high-speed rail station with a friend and stayed there until five before going home."
從A到B,cóng A dào B,từ A đến B,จาก A ถึง B,from A to B,小華最近常常遇到和從A到B有關的問題，所以想請朋友幫忙。,"Trong bữa tối, Tiểu Hoa và gia đình nói về từ A đến B, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องจาก A ถึง B ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about from A to B, and everyone said it was important."
出發,chū fā,xuất phát,ออกเดินทาง,to depart,旅遊團早上七點出發，所以大家六點半就到門口集合。,"Đoàn du lịch xuất phát lúc bảy giờ sáng, vì vậy mọi người sáu giờ rưỡi đã tập trung ở cửa.",คณะทัวร์ออกเดินทางตอนเจ็ดโมงเช้า ดังนั้นทุกคนมารวมตัวที่ประตูตอนหกโมงครึ่ง,"The tour group departs at seven in the morning, so everyone gathers at the entrance at six thirty."
只能,zhǐ néng,chỉ có thể,ทำได้แค่ / ได้เพียง,can only,晚上吃飯時，姐姐和家人談到只能，大家都說這件事很重要。,"Trong bữa tối, chị gái và gia đình nói về chỉ có thể, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องทำได้แค่ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about can only, and everyone said it was important."
房屋,fáng wū,nhà cửa,บ้าน / อาคาร,house / housing,下課以後，小明經過房屋，看到裡面有很多人。,"Chiều cuối tuần, Tiểu Minh cùng bạn đi đến nhà cửa, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด เสี่ยวหมิงกับเพื่อนไปบ้านด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, Xiaoming went to house with a friend and stayed there until five before going home."
出租,chū zū,cho thuê,ให้เช่า,for rent / to rent out,小美最近常常遇到和出租有關的問題，所以想請朋友幫忙。,"Trong bữa tối, Tiểu Mỹ và gia đình nói về cho thuê, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวเหม่ยกับครอบครัวคุยกันเรื่องให้เช่า ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaomei and the family talked about for rent, and everyone said it was important."
半年,bàn nián,nửa năm,ครึ่งปี,half a year,朋友問起半年的時候，小華想了一下才回答。,"Trong bữa tối, Tiểu Hoa và gia đình nói về nửa năm, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องครึ่งปี ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about half a year, and everyone said it was important."
房租,fáng zū,tiền thuê nhà,ค่าเช่า,rent,這間房子的房租一個月一萬元，對學生來說有一點貴。,"Tiền thuê căn phòng này là mười nghìn mỗi tháng, đối với học sinh thì hơi đắt.",ค่าเช่าห้องนี้เดือนละหนึ่งหมื่นเหรียญ สำหรับนักเรียนถือว่าแพงนิดหน่อย,"The rent for this room is ten thousand a month, which is a little expensive for students."
給,gěi,cho / đưa cho,ให้,to give / for,昨天看新聞的時候，姐姐注意到給，於是上網查了更多資料。,"Trong bữa tối, chị gái và gia đình nói về cho, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องให้ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about to give, and everyone said it was important."
