生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
段對話,duàn duì huà,đoạn đối thoại,บทสนทนา,conversation segment,這段對話告訴我們，男生把老師誤認成同學。,Đoạn đối thoại này cho chúng ta biết bạn nam nhận nhầm giáo viên là bạn học.,บทสนทนาช่วงนี้บอกเราว่าผู้ชายเข้าใจผิดว่าครูเป็นเพื่อนร่วมชั้น,This dialogue tells us that the man mistook the teacher for a classmate.
印象深刻,yìn xiàng shēn kè,ấn tượng sâu sắc,ประทับใจลึกซึ้ง,deep impression,老師對張強印象深刻，因為他在課堂上睡過好幾次。,Giáo viên có ấn tượng sâu với Trương Cường vì anh ấy đã ngủ trong lớp nhiều lần.,ครูจำจางเฉียงได้ชัด เพราะเขาหลับในชั้นเรียนหลายครั้ง,The teacher has a strong impression of Zhang Qiang because he slept in class several times.
打算,dǎ suàn,dự định,วางแผน,to plan,男生星期六打算去爬山，想問女生要不要一起去。,Bạn nam dự định đi leo núi vào thứ Bảy và muốn hỏi bạn nữ có muốn đi cùng không.,ผู้ชายวางแผนจะไปปีนเขาวันเสาร์ และอยากถามผู้หญิงว่าจะไปด้วยกันไหม,The man plans to go hiking on Saturday and wants to ask the woman whether she wants to go together.
爬山,pá shān,leo núi,ปีนเขา,to hike,女生覺得下午一點才去爬山可能有點危險。,Bạn nữ cảm thấy một giờ chiều mới đi leo núi có thể hơi nguy hiểm.,ผู้หญิงคิดว่าบ่ายโมงค่อยไปปีนเขาอาจจะอันตรายนิดหน่อย,The woman thinks going hiking at one in the afternoon may be a little dangerous.
出發,chū fā,xuất phát,ออกเดินทาง,to depart,他們大概下午一點出發，爬三個多小時就回來。,Họ có lẽ xuất phát lúc một giờ chiều và leo hơn ba tiếng rồi quay về.,พวกเขาน่าจะออกเดินทางตอนบ่ายโมง ปีนเขาสามชั่วโมงกว่าแล้วกลับมา,They will probably leave at one in the afternoon and come back after hiking for more than three hours.
大概,dà gài,khoảng,ประมาณ,approximately,男生說大概下午一點走，但是女生覺得時間太晚。,Bạn nam nói có lẽ một giờ chiều đi nhưng bạn nữ thấy thời gian quá muộn.,ผู้ชายบอกว่าน่าจะไปตอนบ่ายโมง แต่ผู้หญิงคิดว่าเวลานั้นช้าเกินไป,The man says they will probably go at one in the afternoon but the woman thinks that is too late.
季節,jì jié,mùa,ฤดูกาล,season,這個季節山上常常下雨，下午去爬山可能不安全。,Mùa này trên núi thường mưa nên buổi chiều đi leo núi có thể không an toàn.,ฤดูกาลนี้บนภูเขาฝนตกบ่อย การไปปีนเขาตอนบ่ายอาจไม่ปลอดภัย,In this season it often rains in the mountains so hiking in the afternoon may not be safe.
山上的天氣,shān shàng de tiān qì,thời tiết trên núi,อากาศบนภูเขา,weather in the mountains,山上的天氣變化很大，出門以前一定要先看氣象。,Thời tiết trên núi thay đổi rất nhiều nên trước khi ra ngoài nhất định phải xem dự báo thời tiết.,อากาศบนภูเขาเปลี่ยนแปลงมาก ก่อนออกจากบ้านต้องดูพยากรณ์อากาศก่อน,The weather in the mountains changes a lot so one must check the forecast before going out.
變化,biàn huà,thay đổi,การเปลี่ยนแปลง,change,因為天氣變化很快，女生不太想下午才出發。,Vì thời tiết thay đổi rất nhanh nên bạn nữ không muốn đến chiều mới xuất phát.,เพราะอากาศเปลี่ยนเร็วมาก ผู้หญิงจึงไม่ค่อยอยากออกเดินทางตอนบ่าย,Because the weather changes quickly the woman does not want to leave only in the afternoon.
危險,wēi xiǎn,nguy hiểm,อันตราย,dangerous,天黑以後山路很危險，所以女生提醒男生不要太晚去。,Sau khi trời tối đường núi rất nguy hiểm nên bạn nữ nhắc bạn nam đừng đi quá muộn.,หลังฟ้ามืดทางบนภูเขาอันตรายมาก ผู้หญิงจึงเตือนผู้ชายว่าอย่าไปสายเกินไป,After dark the mountain road is dangerous so the woman reminds the man not to go too late.
決定,jué dìng,quyết định,ตัดสินใจ,to decide,聽完女生的話，男生可能會決定早一點出發。,Sau khi nghe bạn nữ nói bạn nam có thể sẽ quyết định xuất phát sớm hơn.,หลังจากฟังผู้หญิงพูด ผู้ชายอาจตัดสินใจออกเดินทางเร็วขึ้น,After hearing the woman the man may decide to leave earlier.
最好別,zuì hǎo bié,tốt nhất đừng,ดีที่สุดอย่า,had better not,女生的意思是下午一點太晚了，最好別那麼晚去爬山。,Ý của bạn nữ là một giờ chiều quá muộn tốt nhất đừng đi leo núi muộn như vậy.,ความหมายของผู้หญิงคือบ่ายโมงช้าเกินไป ไม่ควรไปปีนเขาช้าขนาดนั้นจะดีที่สุด,The woman means that one o’clock in the afternoon is too late and it is best not to go hiking that late.
剛剛,gāng gāng,vừa mới,เมื่อกี้,just now,剛剛那位小姐看起來很年輕，可是她其實是小英的老師。,Cô gái vừa rồi trông rất trẻ nhưng thật ra cô ấy là giáo viên của Tiểu Anh.,ผู้หญิงเมื่อกี้ดูอายุน้อยมาก แต่จริง ๆ เธอเป็นครูของเสี่ยวอิง,The woman just now looks very young but she is actually Xiaoying’s teacher.
小姐,xiǎo jiě,cô gái,คุณผู้หญิง,young lady,那位小姐不是小英的同學，而是教她上課的老師。,Cô gái đó không phải bạn học của Tiểu Anh mà là giáo viên dạy cô ấy.,ผู้หญิงคนนั้นไม่ใช่เพื่อนร่วมชั้นของเสี่ยวอิง แต่เป็นครูที่สอนเธอ,That woman is not Xiaoying’s classmate but the teacher who teaches her.
同學,tóng xué,bạn học,เพื่อนร่วมชั้น,classmate,小英的同學以為那位老師很年輕，所以問了她的年紀。,Bạn học của Tiểu Anh tưởng giáo viên đó rất trẻ nên hỏi tuổi của cô ấy.,เพื่อนร่วมชั้นของเสี่ยวอิงคิดว่าครูคนนั้นอายุน้อยมาก จึงถามอายุของเธอ,Xiaoying’s classmate thought that teacher was very young so he asked about her age.
年輕,nián qīng,trẻ,อายุน้อย,young,老師看起來很年輕，但是她明年就四十歲了。,Cô giáo trông rất trẻ nhưng năm sau cô ấy sẽ bốn mươi tuổi.,ครูดูอายุน้อยมาก แต่ปีหน้าเธอจะอายุสี่สิบแล้ว,The teacher looks very young but she will be forty next year.
怎麼可能,zěn me kě néng,sao có thể,เป็นไปได้อย่างไร,how could it be possible,他聽到那位小姐是老師以後，驚訝地說怎麼可能。,Sau khi nghe cô gái đó là giáo viên anh ấy ngạc nhiên nói sao có thể như vậy.,หลังจากได้ยินว่าผู้หญิงคนนั้นเป็นครู เขาพูดด้วยความประหลาดใจว่าเป็นไปได้อย่างไร,After hearing that the woman was a teacher he said in surprise how is that possible.
年紀,nián jì,tuổi tác,อายุ,age,小英說老師明年就四十歲了，年紀比她大十歲。,Tiểu Anh nói năm sau giáo viên sẽ bốn mươi tuổi và lớn hơn cô ấy mười tuổi.,เสี่ยวอิงบอกว่าครูปีหน้าจะอายุสี่สิบ และอายุมากกว่าเธอสิบปี,Xiaoying says the teacher will be forty next year and is ten years older than her.
