生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
鉛筆,qiān bǐ,bút chì,ดินสอ,pencil,考試以前，小明把鉛筆和橡皮擦都放進書包裡。,"Trước khi thi, Tiểu Minh bỏ bút chì và tẩy vào cặp sách.",ก่อนสอบ เสี่ยวหมิงเอาดินสอและยางลบใส่กระเป๋านักเรียน,"Before the exam, Xiaoming put his pencils and eraser into his schoolbag."
電視,diàn shì,ti vi,โทรทัศน์,TV,爸爸剛剛在電視上看到一個可怕的新聞，所以叫大家來看。,"Bố vừa thấy một tin tức đáng sợ trên tivi, nên gọi mọi người đến xem.",เมื่อกี้พ่อเห็นข่าวน่ากลัวทางโทรทัศน์ จึงเรียกทุกคนมาดู,"Dad just saw a scary news story on TV, so he called everyone to watch."
新聞,xīn wén,tin tức,ข่าว,news,小美已經在網路上看過新聞，但是沒有看到那個可怕的消息。,"Tiểu Mỹ đã xem tin tức trên mạng rồi, nhưng không thấy tin đáng sợ đó.",เสี่ยวเหม่ยดูข่าวทางอินเทอร์เน็ตแล้ว แต่ไม่เห็นข่าวสารที่น่ากลัวนั้น,"Xiaomei had already read the news online, but she did not see that scary story."
可怕,kě pà,đáng sợ,น่ากลัว,scary,那個消息聽起來很可怕，大家都想知道發生了什麼事。,"Tin đó nghe rất đáng sợ, mọi người đều muốn biết đã xảy ra chuyện gì.",ข่าวนั้นฟังดูน่ากลัวมาก ทุกคนอยากรู้ว่าเกิดอะไรขึ้น,"That news sounded scary, and everyone wanted to know what had happened."
消息,xiāo xi,tin tức / thông tin,ข่าว / ข้อมูล,news / message,他從電視新聞裡看到一個消息，然後馬上告訴朋友。,"Anh ấy thấy một tin từ bản tin tivi, sau đó lập tức nói với bạn.",เขาเห็นข่าวสารหนึ่งจากข่าวโทรทัศน์ แล้วรีบบอกเพื่อนทันที,He saw a piece of news on TV and immediately told his friend.
網路,wǎng lù,mạng internet,อินเทอร์เน็ต,internet,現在很多學生都在網路上看新聞，也在網路上查資料。,Hiện nay nhiều học sinh đều xem tin tức trên mạng và tra tài liệu trên mạng.,ปัจจุบันนักเรียนหลายคนดูข่าวทางอินเทอร์เน็ต และค้นข้อมูลทางอินเทอร์เน็ต,Nowadays many students read news online and look up information online.
收音機,shōu yīn jī,radio,วิทยุ,radio,爺爺早上不看電視，他喜歡一邊吃早餐一邊聽收音機。,"Buổi sáng ông nội không xem tivi, ông thích vừa ăn sáng vừa nghe radio.",ตอนเช้าคุณปู่ไม่ดูโทรทัศน์ ท่านชอบกินอาหารเช้าไปฟังวิทยุไป,Grandpa does not watch TV in the morning; he likes listening to the radio while eating breakfast.
鍵盤,jiàn pán,bàn phím,แป้นพิมพ์,keyboard,弟弟用電腦寫報告的時候，不小心把水倒在鍵盤上。,"Khi em trai dùng máy tính viết báo cáo, em ấy vô ý làm đổ nước lên bàn phím.",ตอนน้องชายใช้คอมพิวเตอร์เขียนรายงาน เขาเผลอทำน้ำหกใส่คีย์บอร์ด,"When my younger brother was writing a report on the computer, he accidentally spilled water on the keyboard."
北京,Běi jīng,Bắc Kinh,ปักกิ่ง,Beijing,這家餐廳的北京烤鴨很有名，所以每天都有很多客人。,"Món vịt quay Bắc Kinh của nhà hàng này rất nổi tiếng, nên mỗi ngày đều có nhiều khách.",เป็ดปักกิ่งของร้านอาหารนี้มีชื่อเสียงมาก ดังนั้นทุกวันจึงมีลูกค้าจำนวนมาก,"This restaurant is famous for its Peking duck, so it has many customers every day."
烤鴨,kǎo yā,vịt quay,เป็ดย่าง,roast duck,他們聽說這裡的烤鴨很好吃，所以想點一隻來試試。,"Họ nghe nói vịt quay ở đây rất ngon, nên muốn gọi một con để thử.",พวกเขาได้ยินว่าเป็ดย่างที่นี่อร่อยมาก จึงอยากสั่งหนึ่งตัวมาลอง,"They heard the roast duck here was delicious, so they wanted to order one and try it."
碗,wǎn,bát,ชาม,bowl,小美點了一碗酸辣湯，因為她今天想喝熱的東西。,Tiểu Mỹ gọi một bát canh chua cay vì hôm nay cô ấy muốn uống món nóng.,เสี่ยวเหม่ยสั่งซุปเปรี้ยวเผ็ดหนึ่งชาม เพราะวันนี้เธออยากกินของร้อน,Xiaomei ordered a bowl of hot and sour soup because she wanted something warm today.
酸辣湯,suān là tāng,canh chua cay,ซุปเปรี้ยวเผ็ด,hot and sour soup,除了烤鴨以外，他們還點了一碗酸辣湯和一盤糖醋魚。,"Ngoài vịt quay ra, họ còn gọi một bát canh chua cay và một đĩa cá chua ngọt.",นอกจากเป็ดย่างแล้ว พวกเขายังสั่งซุปเปรี้ยวเผ็ดหนึ่งชามและปลาผัดเปรี้ยวหวานหนึ่งจาน,"Besides roast duck, they also ordered a bowl of hot and sour soup and a plate of sweet and sour fish."
糖醋魚,táng cù yú,cá sốt chua ngọt,ปลาซอสเปรี้ยวหวาน,sweet and sour fish,媽媽說這家餐廳的糖醋魚很好吃，所以我們每次都會點。,"Mẹ nói món cá chua ngọt của nhà hàng này rất ngon, nên lần nào chúng tôi cũng gọi.",แม่บอกว่าปลาผัดเปรี้ยวหวานของร้านนี้อร่อยมาก ดังนั้นทุกครั้งพวกเราจะสั่ง,"Mom says the sweet and sour fish at this restaurant is delicious, so we order it every time."
運動,yùn dòng,thể thao / vận động,ออกกำลังกาย / กีฬา,exercise / sports,小明喜歡運動，但是今天晚上他想和朋友一起去看電影。,"Tiểu Minh thích vận động, nhưng tối nay cậu ấy muốn đi xem phim với bạn.",เสี่ยวหมิงชอบออกกำลังกาย แต่คืนนี้เขาอยากไปดูหนังกับเพื่อน,"Xiaoming likes sports, but tonight he wants to go watch a movie with his friends."
電影,diàn yǐng,phim,ภาพยนตร์,movie,他們吃完北京烤鴨以後，打算去看一部新的電影。,"Sau khi ăn xong vịt quay Bắc Kinh, họ dự định đi xem một bộ phim mới.",หลังจากพวกเขากินเป็ดปักกิ่งเสร็จแล้ว ตั้งใจจะไปดูหนังเรื่องใหม่,"After eating Peking duck, they plan to go watch a new movie."
已經晚了,yǐ jīng wǎn le,đã muộn rồi,ดึกแล้ว / สายแล้ว,it is already late,已經晚了，但是小華還在公司準備明天的會議資料。,"Đã muộn rồi, nhưng Tiểu Hoa vẫn còn ở công ty chuẩn bị tài liệu cho cuộc họp ngày mai.",ดึกแล้ว แต่เสี่ยวหัวยังอยู่ที่บริษัทเตรียมเอกสารประชุมของวันพรุ่งนี้,"It is already late, but Xiaohua is still at the company preparing materials for tomorrow’s meeting."
準備,zhǔn bèi,chuẩn bị,เตรียม,to prepare,經理明天要和她討論報告，所以她今天一定要把資料準備好。,"Ngày mai quản lý sẽ thảo luận báo cáo với cô ấy, nên hôm nay cô ấy nhất định phải chuẩn bị tài liệu cho xong.",พรุ่งนี้ผู้จัดการจะคุยเรื่องรายงานกับเธอ ดังนั้นวันนี้เธอต้องเตรียมเอกสารให้เสร็จ,"The manager will discuss the report with her tomorrow, so she must prepare the materials today."
不放心,bù fàng xīn,không yên tâm,ไม่สบายใจ / เป็นห่วง,to be worried / not at ease,同事不放心她一個人回家，所以想開車送她回去。,"Đồng nghiệp không yên tâm để cô ấy về nhà một mình, nên muốn lái xe đưa cô ấy về.",เพื่อนร่วมงานไม่สบายใจที่จะให้เธอกลับบ้านคนเดียว จึงอยากขับรถไปส่งเธอกลับ,"Her coworker was worried about her going home alone, so he wanted to drive her home."
送妳回去,sòng nǐ huí qù,đưa bạn về,ไปส่งคุณกลับ,to take you back,現在已經很晚了，我開車送妳回去，這樣比較安全。,"Bây giờ đã rất muộn rồi, tôi lái xe đưa bạn về, như vậy an toàn hơn.",ตอนนี้ดึกมากแล้ว ฉันจะขับรถไปส่งเธอกลับ แบบนี้ปลอดภัยกว่า,"It is already very late, so I will drive you back; that will be safer."
睡在公司,shuì zài gōng sī,ngủ ở công ty,นอนที่บริษัท,to sleep at the company,因為資料還沒準備好，她今天晚上打算睡在公司。,"Vì tài liệu vẫn chưa chuẩn bị xong, tối nay cô ấy dự định ngủ ở công ty.",เพราะเอกสารยังเตรียมไม่เสร็จ คืนนี้เธอจึงตั้งใจจะนอนที่บริษัท,"Because the materials were not ready yet, she planned to sleep at the company tonight."
