生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
拿走,ná zǒu,lấy đi,เอาไป,to take away,今天下午，小美要拿走，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải lấy đi, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องเอาไป ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to take away, so she arranged her time first."
沒關係,méi guān xì,không sao,ไม่เป็นไร,it is okay,小王遲到了，朋友說沒關係，大家還可以一起出發。,"Tiểu Vương đến muộn, bạn nói không sao, mọi người vẫn có thể cùng xuất phát.",เสี่ยวหวังมาสาย เพื่อนบอกว่าไม่เป็นไร ทุกคนยังออกเดินทางด้วยกันได้,"Xiaowang was late, and his friend said it was okay because they could still leave together."
上來,shàng lái,lên đây,ขึ้นมา,come up,老師把問題寫在黑板上，請月華上來回答。,Giáo viên viết câu hỏi lên bảng và mời Nguyệt Hoa lên trả lời.,ครูเขียนคำถามบนกระดานและขอให้เยว่ฮวาขึ้นมาตอบ,The teacher wrote the question on the blackboard and asked Yuehua to come up and answer.
回答,huí dá,trả lời,ตอบ,to answer,今天下午，小美要回答，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải trả lời, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องตอบ ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to answer, so she arranged her time first."
不會,bù huì,không biết / không thể,ไม่เป็น / ไม่สามารถ,cannot / do not know how,這題數學太難了，月華說她不會寫。,"Bài toán này quá khó, Nguyệt Hoa nói cô ấy không biết viết.",โจทย์คณิตศาสตร์ข้อนี้ยากเกินไป เยว่ฮวาบอกว่าเธอเขียนไม่เป็น,"This math problem was too hard, and Yuehua said she did not know how to write it."
飛機,fēi jī,máy bay,เครื่องบิน,airplane,飛機快要起飛了，可是小美還找不到機票。,"Máy bay sắp cất cánh, nhưng Tiểu Mỹ vẫn chưa tìm thấy vé máy bay.",เครื่องบินใกล้จะขึ้นแล้ว แต่เสี่ยวเหม่ยยังหาตั๋วเครื่องบินไม่เจอ,"The plane was about to take off, but Xiaomei still could not find her ticket."
起飛,qǐ fēi,cất cánh,ขึ้นบิน,to take off,飛機十分鐘後就要起飛，大家都很著急。,"Máy bay mười phút nữa sẽ cất cánh, mọi người đều rất sốt ruột.",อีกสิบนาทีเครื่องบินจะขึ้น ทุกคนจึงรีบร้อนมาก,"The plane would take off in ten minutes, so everyone was anxious."
怎麼還,zěn me hái,sao vẫn còn,ทำไมยัง,why still,飛機快起飛了，你怎麼還在這裡找機票？,"Máy bay sắp cất cánh rồi, sao bạn vẫn còn ở đây tìm vé máy bay?",เครื่องบินใกล้จะขึ้นแล้ว ทำไมคุณยังอยู่ที่นี่เพื่อหาตั๋วเครื่องบิน,The plane is about to take off; why are you still here looking for your ticket?
找不到,zhǎo bú dào,không tìm thấy,หาไม่เจอ,cannot find,小明不清楚這件事，所以他問朋友「找不到」。,"Tiểu Minh không rõ chuyện này, nên cậu ấy hỏi bạn: “không tìm thấy”.",เสี่ยวหมิงไม่แน่ใจเรื่องนี้ จึงถามเพื่อนว่า “หาไม่เจอ”,"Xiaoming was not sure about this matter, so he asked his friend, “cannot find?”"
機票,jī piào,vé máy bay,ตั๋วเครื่องบิน,airplane ticket,小明把機票放在桌上，準備等一下使用。,"Tiểu Minh đặt vé máy bay lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางตั๋วเครื่องบินไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the airplane ticket on the table and prepared to use it later.
這麼重要,zhè me zhòng yào,quan trọng như vậy,สำคัญขนาดนี้,so important,機票這麼重要，你出門以前一定要放好。,"Vé máy bay quan trọng như vậy, trước khi ra ngoài bạn nhất định phải cất kỹ.",ตั๋วเครื่องบินสำคัญขนาดนี้ ก่อนออกจากบ้านคุณต้องเก็บให้ดี,The airplane ticket is so important that you must keep it safe before leaving.
不見,bù jiàn,mất / không thấy,หายไป,to be missing,今天的情況很不見，所以大家都需要小心一點。,"Tình huống hôm nay rất mất / không thấy, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้หายไปมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very to be missing, so everyone needs to be a little careful."
找找,zhǎo zhǎo,tìm thử,ลองหา,look for,小美找不到護照，所以請朋友幫她找找。,"Tiểu Mỹ không tìm thấy hộ chiếu, nên nhờ bạn giúp cô ấy tìm thử.",เสี่ยวเหม่ยหาหนังสือเดินทางไม่เจอ จึงขอให้เพื่อนช่วยลองหา,"Xiaomei could not find her passport, so she asked her friend to help look for it."
護照,hù zhào,hộ chiếu,หนังสือเดินทาง,passport,小明把護照放在桌上，準備等一下使用。,"Tiểu Minh đặt hộ chiếu lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางหนังสือเดินทางไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the passport on the table and prepared to use it later.
行李,xíng lǐ,hành lý,สัมภาระ,luggage,小明把行李放在桌上，準備等一下使用。,"Tiểu Minh đặt hành lý lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางสัมภาระไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the luggage on the table and prepared to use it later.
行李箱,xíng lǐ xiāng,vali,กระเป๋าเดินทาง,suitcase,小明把行李箱放在桌上，準備等一下使用。,"Tiểu Minh đặt vali lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางกระเป๋าเดินทางไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the suitcase on the table and prepared to use it later.
味道,wèi dào,mùi vị,กลิ่น / รสชาติ,smell / taste,這個烤牛肉的味道很香，大家都想試試。,"Mùi vị của món thịt bò nướng này rất thơm, mọi người đều muốn thử.",กลิ่นของเนื้อวัวย่างนี้หอมมาก ทุกคนอยากลองชิม,"The roast beef smelled delicious, and everyone wanted to try it."
香,xiāng,thơm,หอม,fragrant,今天的情況很香，所以大家都需要小心一點。,"Tình huống hôm nay rất thơm, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้หอมมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very fragrant, so everyone needs to be a little careful."
烤牛肉,kǎo niú ròu,thịt bò nướng,เนื้อวัวย่าง,roast beef / grilled beef,晚餐的時候，小美點了烤牛肉，也和朋友一起聊天。,"Vào bữa tối, Tiểu Mỹ gọi thịt bò nướng và cũng trò chuyện cùng bạn bè.",ตอนอาหารเย็น เสี่ยวเหม่ยสั่งเนื้อวัวย่าง และคุยกับเพื่อนด้วย,"At dinner, Xiaomei ordered roast beef / grilled beef and chatted with her friends."
桌上,zhuō shàng,trên bàn,บนโต๊ะ,on the table,小明把桌上放在桌上，準備等一下使用。,"Tiểu Minh đặt trên bàn lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางบนโต๊ะไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the on the table on the table and prepared to use it later.
菜,cài,món ăn / rau,อาหาร / ผัก,dish / vegetables,晚餐的時候，小美點了菜，也和朋友一起聊天。,"Vào bữa tối, Tiểu Mỹ gọi món ăn / rau và cũng trò chuyện cùng bạn bè.",ตอนอาหารเย็น เสี่ยวเหม่ยสั่งอาหาร / ผัก และคุยกับเพื่อนด้วย,"At dinner, Xiaomei ordered dish / vegetables and chatted with her friends."
晚餐,wǎn cān,bữa tối,อาหารเย็น,dinner,晚餐的時候，小美點了晚餐，也和朋友一起聊天。,"Vào bữa tối, Tiểu Mỹ gọi bữa tối và cũng trò chuyện cùng bạn bè.",ตอนอาหารเย็น เสี่ยวเหม่ยสั่งอาหารเย็น และคุยกับเพื่อนด้วย,"At dinner, Xiaomei ordered dinner and chatted with her friends."
準備,zhǔn bèi,chuẩn bị,เตรียม,to prepare,今天下午，小美要準備，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải chuẩn bị, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องเตรียม ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to prepare, so she arranged her time first."
湯,tāng,canh / súp,ซุป / น้ำแกง,soup,晚餐的時候，小美點了湯，也和朋友一起聊天。,"Vào bữa tối, Tiểu Mỹ gọi canh / súp và cũng trò chuyện cùng bạn bè.",ตอนอาหารเย็น เสี่ยวเหม่ยสั่งซุป / น้ำแกง และคุยกับเพื่อนด้วย,"At dinner, Xiaomei ordered soup and chatted with her friends."
酒,jiǔ,rượu,เหล้า,alcohol / wine,晚餐的時候，小美點了酒，也和朋友一起聊天。,"Vào bữa tối, Tiểu Mỹ gọi rượu và cũng trò chuyện cùng bạn bè.",ตอนอาหารเย็น เสี่ยวเหม่ยสั่งเหล้า และคุยกับเพื่อนด้วย,"At dinner, Xiaomei ordered alcohol / wine and chatted with her friends."
雞肉,jī ròu,thịt gà,เนื้อไก่,chicken meat,晚餐的時候，小美點了雞肉，也和朋友一起聊天。,"Vào bữa tối, Tiểu Mỹ gọi thịt gà và cũng trò chuyện cùng bạn bè.",ตอนอาหารเย็น เสี่ยวเหม่ยสั่งเนื้อไก่ และคุยกับเพื่อนด้วย,"At dinner, Xiaomei ordered chicken meat and chatted with her friends."
環境,huán jìng,môi trường,สภาพแวดล้อม,environment,這裡的環境很舒服，空氣也很乾淨。,"Môi trường ở đây rất thoải mái, không khí cũng rất sạch.",สภาพแวดล้อมที่นี่สบายมาก อากาศก็สะอาด,"The environment here is comfortable, and the air is clean."
舒服,shū fú,thoải mái,สบาย,comfortable,今天的情況很舒服，所以大家都需要小心一點。,"Tình huống hôm nay rất thoải mái, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้สบายมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very comfortable, so everyone needs to be a little careful."
空氣,kōng qì,không khí,อากาศ,air,下過雨以後，外面的空氣變得很乾淨。,"Sau khi trời mưa, không khí bên ngoài trở nên rất sạch.",หลังฝนตก อากาศข้างนอกสะอาดขึ้นมาก,"After the rain, the air outside became very clean."
對面,duì miàn,đối diện,ฝั่งตรงข้าม,opposite side,我家對面有一位鄰居，他種了很多花。,"Đối diện nhà tôi có một người hàng xóm, ông ấy trồng rất nhiều hoa.",ฝั่งตรงข้ามบ้านฉันมีเพื่อนบ้านคนหนึ่ง เขาปลูกดอกไม้มากมาย,Across from my house there is a neighbor who planted many flowers.
鄰居,lín jū,hàng xóm,เพื่อนบ้าน,neighbor,這位鄰居每天都要和很多人說話，工作非常忙。,"Người hàng xóm này mỗi ngày đều phải nói chuyện với nhiều người, công việc rất bận.",เพื่อนบ้านคนนี้ต้องพูดคุยกับคนจำนวนมากทุกวัน งานยุ่งมาก,This neighbor has to talk with many people every day and is very busy at work.
種,zhǒng,trồng / loại,ปลูก / ชนิด,to plant / kind,今天下午，小美要種，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải trồng / loại, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องปลูก / ชนิด ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to plant / kind, so she arranged her time first."
有時候,yǒu shí hòu,có lúc / thỉnh thoảng,บางครั้ง,sometimes,這裡的鄰居種了很多花，有時候空氣裡會有花香。,"Hàng xóm ở đây trồng nhiều hoa, thỉnh thoảng trong không khí có hương hoa.",เพื่อนบ้านที่นี่ปลูกดอกไม้มาก บางครั้งในอากาศจะมีกลิ่นหอมของดอกไม้,"The neighbors here planted many flowers, so sometimes the air has a floral scent."
花香,huā xiāng,hương hoa,กลิ่นหอมของดอกไม้,flower fragrance,春天的時候，院子裡常常有花香。,"Vào mùa xuân, trong sân thường có hương hoa.",ในฤดูใบไม้ผลิ ในลานบ้านมักมีกลิ่นหอมของดอกไม้,"In spring, there is often a floral fragrance in the yard."
以前,yǐ qián,trước đây,เมื่อก่อน,before / in the past,小美以前會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ trước đây sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยเมื่อก่อนจะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei before / in the past goes for a walk in the park, and it has become her habit."
一直,yì zhí,luôn luôn / mãi,ตลอด / เสมอ,always / continuously,小美一直會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ luôn luôn / mãi sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยตลอด / เสมอจะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei always / continuously goes for a walk in the park, and it has become her habit."
騎腳踏車,qí jiǎo tà chē,đi xe đạp,ขี่จักรยาน,to ride a bicycle,放學以後，小王和朋友一起騎腳踏車，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè đi xe đạp, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนขี่จักรยานด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends to ride a bicycle, and they had a lot of fun."
開車,kāi chē,lái xe,ขับรถ,to drive,放學以後，小王和朋友一起開車，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè lái xe, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนขับรถด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends to drive, and they had a lot of fun."
就是,jiù shì,chính là / chỉ là,ก็คือ / เพียงแต่,exactly / just,這裡什麼都好，就是交通不方便。,"Ở đây cái gì cũng tốt, chỉ là giao thông không tiện.",ที่นี่ทุกอย่างดี ก็คือการคมนาคมไม่สะดวก,Everything here is good; it is just that transportation is inconvenient.
交通,jiāo tōng,giao thông,การคมนาคม,transportation,這裡的環境很好，就是交通不太方便。,"Môi trường ở đây rất tốt, chỉ là giao thông không tiện lắm.",สภาพแวดล้อมที่นี่ดีมาก แค่การคมนาคมไม่ค่อยสะดวก,The environment here is good; it is just that transportation is not very convenient.
不方便,bù fāng biàn,không tiện,ไม่สะดวก,inconvenient,今天的情況很不方便，所以大家都需要小心一點。,"Tình huống hôm nay rất không tiện, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้ไม่สะดวกมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very inconvenient, so everyone needs to be a little careful."
學會,xué huì,học được,เรียนรู้จนเป็น,to learn / master,今天下午，小美要學會，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải học được, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องเรียนรู้จนเป็น ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to learn / master, so she arranged her time first."
種花,zhǒng huā,trồng hoa,ปลูกดอกไม้,to plant flowers,今天下午，小美要種花，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải trồng hoa, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องปลูกดอกไม้ ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to plant flowers, so she arranged her time first."
自行車,zì xíng chē,xe đạp,จักรยาน,bicycle,放學以後，小王和朋友一起自行車，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè xe đạp, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนจักรยานด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends bicycle, and they had a lot of fun."
單車,dān chē,xe đạp,จักรยาน,bicycle,放學以後，小王和朋友一起單車，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè xe đạp, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนจักรยานด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends bicycle, and they had a lot of fun."
感冒,gǎn mào,bị cảm,เป็นหวัด,to have a cold,最近天氣冷，小美出門沒有多穿衣服，所以感冒了。,"Gần đây trời lạnh, Tiểu Mỹ ra ngoài không mặc thêm áo, nên bị cảm.",ช่วงนี้อากาศหนาว เสี่ยวเหม่ยออกจากบ้านโดยไม่ใส่เสื้อเพิ่ม จึงเป็นหวัด,"The weather has been cold recently, and Xiaomei caught a cold because she did not wear more clothes when going out."
要不要,yào bù yào,có muốn...không,จะเอาไหม / อยาก...ไหม,whether to / want to or not,小王看起來不舒服，媽媽問他要不要喝一點水。,"Tiểu Vương trông không khỏe, mẹ hỏi cậu ấy có muốn uống chút nước không.",เสี่ยวหวังดูไม่สบาย แม่ถามเขาว่าอยากดื่มน้ำสักหน่อยไหม,"Xiaowang looked unwell, so his mother asked whether he wanted some water."
咳嗽,ké sòu,ho,ไอ,to cough,文文一直咳嗽，媽媽請她先喝一點水。,"Văn Văn cứ ho mãi, mẹ bảo cô ấy uống chút nước trước.",เหวินเหวินไอตลอด แม่ขอให้เธอดื่มน้ำก่อน,"Wenwen kept coughing, so her mother asked her to drink some water first."
吃太快,chī tài kuài,ăn quá nhanh,กินเร็วเกินไป,eat too fast,文文剛剛吃太快，所以一直咳嗽。,"Văn Văn vừa nãy ăn quá nhanh, nên cứ ho mãi.",เมื่อกี้เหวินเหวินกินเร็วเกินไป จึงไอตลอด,"Wenwen ate too fast just now, so she kept coughing."
等一會兒,děng yī huì ér,đợi một lát,รอสักครู่,wait a moment,文文說自己沒有感冒，等一會兒就會好了。,"Văn Văn nói mình không bị cảm, đợi một lát là sẽ khỏe.",เหวินเหวินบอกว่าตัวเองไม่ได้เป็นหวัด รอสักครู่ก็จะดีขึ้น,Wenwen said she did not have a cold and would be fine after a short while.
怎麼了,zěn me le,bị sao vậy,เป็นอะไรไป,what happened / what is wrong,小華一直咳嗽，媽媽問他怎麼了。,"Tiểu Hoa cứ ho mãi, mẹ hỏi cậu ấy bị sao vậy.",เสี่ยวหัวไอตลอด แม่ถามเขาว่าเป็นอะไรไป,"Xiaohua kept coughing, so his mother asked what was wrong."
學期,xué qī,học kỳ,ภาคเรียน,semester,這個學期快結束了，小美想知道自己的成績。,"Học kỳ này sắp kết thúc, Tiểu Mỹ muốn biết điểm số của mình.",ภาคเรียนนี้ใกล้จะจบแล้ว เสี่ยวเหม่ยอยากรู้คะแนนของตัวเอง,"This semester is almost over, and Xiaomei wants to know her grades."
成績,chéng jī,thành tích / điểm số,คะแนน / ผลการเรียน,grades,小王的英文成績還可以，可是數學不太好。,"Điểm tiếng Anh của Tiểu Vương cũng được, nhưng toán không tốt lắm.",คะแนนภาษาอังกฤษของเสี่ยวหวังพอใช้ได้ แต่คณิตศาสตร์ไม่ค่อยดี,"Xiaowang’s English grades are okay, but his math is not very good."
英文,yīng wén,tiếng Anh,ภาษาอังกฤษ,English,小美的英文還可以，可是她想在暑假多練習。,"Tiếng Anh của Tiểu Mỹ cũng được, nhưng cô ấy muốn luyện tập thêm vào kỳ nghỉ hè.",ภาษาอังกฤษของเสี่ยวเหม่ยพอใช้ได้ แต่เธออยากฝึกเพิ่มตอนปิดเทอมฤดูร้อน,"Xiaomei’s English is okay, but she wants to practice more during summer vacation."
還可以,hái kě yǐ,cũng được,พอใช้ได้,not bad / okay,今天的情況很還可以，所以大家都需要小心一點。,"Tình huống hôm nay rất cũng được, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้พอใช้ได้มาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very not bad / okay, so everyone needs to be a little careful."
可是,kě shì,nhưng,แต่,but,小王想去旅行，可是暑假他要上課。,"Tiểu Vương muốn đi du lịch, nhưng kỳ nghỉ hè cậu ấy phải đi học.",เสี่ยวหวังอยากไปเที่ยว แต่ช่วงปิดเทอมฤดูร้อนเขาต้องเรียน,"Xiaowang wants to travel, but he has classes during summer vacation."
數學,shù xué,toán,คณิตศาสตร์,math,小華覺得數學很難，所以想找老師幫忙。,"Tiểu Hoa thấy toán rất khó, nên muốn tìm giáo viên giúp đỡ.",เสี่ยวหัวคิดว่าคณิตศาสตร์ยากมาก จึงอยากหาครูมาช่วย,"Xiaohua thinks math is difficult, so he wants to find a teacher to help."
暑假,shǔ jià,kỳ nghỉ hè,ปิดเทอมฤดูร้อน,summer vacation,小美暑假會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ kỳ nghỉ hè sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยปิดเทอมฤดูร้อนจะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei summer vacation goes for a walk in the park, and it has become her habit."
時候,shí hòu,lúc / khi,ตอน / เมื่อ,time / when,小美時候會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ lúc / khi sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยตอน / เมื่อจะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei time / when goes for a walk in the park, and it has become her habit."
教,jiào,dạy,สอน,to teach,今天下午，小美要教，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải dạy, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องสอน ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to teach, so she arranged her time first."
搭飛機,dā fēi jī,đi máy bay,ขึ้นเครื่องบิน,to take a plane,放學以後，小王和朋友一起搭飛機，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè đi máy bay, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนขึ้นเครื่องบินด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends to take a plane, and they had a lot of fun."
英國,yīng guó,nước Anh,อังกฤษ,the United Kingdom / England,週末，小美和朋友一起去英國，他們在那裡拍了很多照片。,"Cuối tuần, Tiểu Mỹ và bạn bè cùng đến nước Anh, họ chụp nhiều ảnh ở đó.",วันหยุดสุดสัปดาห์ เสี่ยวเหม่ยกับเพื่อนไปอังกฤษด้วยกัน และถ่ายรูปหลายรูปที่นั่น,"On the weekend, Xiaomei and her friends went to the the United Kingdom / England and took many photos there."
去旅行,qù lǚ xíng,đi du lịch,ไปเที่ยว,to travel,放學以後，小王和朋友一起去旅行，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè đi du lịch, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนไปเที่ยวด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends to travel, and they had a lot of fun."
寒假,hán jià,kỳ nghỉ đông,ปิดเทอมฤดูหนาว,winter vacation,小美寒假會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ kỳ nghỉ đông sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยปิดเทอมฤดูหนาวจะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei winter vacation goes for a walk in the park, and it has become her habit."
下過雨,xià guò yǔ,đã mưa xong,ฝนตกไปแล้ว,after it has rained,下午下過雨以後，晚上就變得很涼快。,"Sau khi buổi chiều đã mưa, buổi tối trở nên rất mát mẻ.",หลังจากฝนตกตอนบ่ายแล้ว ตอนกลางคืนก็เย็นสบายมาก,"After it rained in the afternoon, the evening became very cool."
天空,tiān kōng,bầu trời,ท้องฟ้า,sky,下過雨以後，天空變得很乾淨。,"Sau khi trời mưa, bầu trời trở nên rất sạch.",หลังฝนตก ท้องฟ้าสะอาดขึ้นมาก,"After the rain, the sky became very clear."
真是,zhēn shì,thật là,จริง ๆ / ช่าง,really / truly,下過雨的天空真是漂亮，小美很喜歡。,"Bầu trời sau mưa thật sự rất đẹp, Tiểu Mỹ rất thích.",ท้องฟ้าหลังฝนตกสวยจริง ๆ เสี่ยวเหม่ยชอบมาก,"The sky after the rain is truly beautiful, and Xiaomei likes it very much."
乾淨,qián jìng,sạch sẽ,สะอาด,clean,今天的情況很乾淨，所以大家都需要小心一點。,"Tình huống hôm nay rất sạch sẽ, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้สะอาดมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very clean, so everyone needs to be a little careful."
夏天,xià tiān,mùa hè,ฤดูร้อน,summer,夏天的時候，如果下午下雨，晚上就會比較涼快。,"Vào mùa hè, nếu buổi chiều mưa thì buổi tối sẽ mát hơn.",ในฤดูร้อน ถ้าตอนบ่ายฝนตก ตอนกลางคืนก็จะเย็นสบายกว่า,"In summer, if it rains in the afternoon, the evening will be cooler."
如果...就...,rú guǒ...jiù...,nếu...thì...,ถ้า...ก็...,if...then...,如果下午下過雨，晚上就會比較涼快。,"Nếu buổi chiều đã mưa, buổi tối sẽ mát hơn.",ถ้าตอนบ่ายฝนตกแล้ว ตอนกลางคืนก็จะเย็นสบายกว่า,"If it rains in the afternoon, the evening will be cooler."
涼快,liáng kuài,mát mẻ,เย็นสบาย,cool and comfortable,今天的情況很涼快，所以大家都需要小心一點。,"Tình huống hôm nay rất mát mẻ, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้เย็นสบายมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very cool and comfortable, so everyone needs to be a little careful."
這個時候,zhè gè shí hòu,lúc này,เวลานี้ / ตอนนี้,at this time,小美這個時候會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ lúc này sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยเวลานี้ / ตอนนี้จะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei at this time goes for a walk in the park, and it has become her habit."
房子,fáng zi,nhà,บ้าน,house,小明把房子放在桌上，準備等一下使用。,"Tiểu Minh đặt nhà lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางบ้านไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the house on the table and prepared to use it later.
外面,wài miàn,bên ngoài,ข้างนอก,outside,晚上天氣涼快，小美喜歡和家人在房子外面聊天。,"Buổi tối thời tiết mát mẻ, Tiểu Mỹ thích trò chuyện với gia đình bên ngoài nhà.",ตอนกลางคืนอากาศเย็นสบาย เสี่ยวเหม่ยชอบคุยกับครอบครัวข้างนอกบ้าน,"In the cool evening, Xiaomei likes to chat with her family outside the house."
星星,xīng xīng,ngôi sao,ดาว,star,晚上天氣很好，大家坐在外面看星星。,"Buổi tối thời tiết rất đẹp, mọi người ngồi bên ngoài ngắm sao.",ตอนกลางคืนอากาศดีมาก ทุกคนนั่งข้างนอกดูดาว,"The weather was nice at night, and everyone sat outside to look at the stars."
聊天,liáo tiān,trò chuyện,คุยเล่น,to chat,今天下午，小美要聊天，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải trò chuyện, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องคุยเล่น ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to chat, so she arranged her time first."
