生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
藥局,yào jú,hiệu thuốc,ร้านขายยา,pharmacy,週末，小美和朋友一起去藥局，他們在那裡拍了很多照片。,"Cuối tuần, Tiểu Mỹ và bạn bè cùng đến hiệu thuốc, họ chụp nhiều ảnh ở đó.",วันหยุดสุดสัปดาห์ เสี่ยวเหม่ยกับเพื่อนไปร้านขายยาด้วยกัน และถ่ายรูปหลายรูปที่นั่น,"On the weekend, Xiaomei and her friends went to the pharmacy and took many photos there."
水果店,shuǐ guǒ diàn,tiệm trái cây,ร้านผลไม้,fruit shop,週末，小美和朋友一起去水果店，他們在那裡拍了很多照片。,"Cuối tuần, Tiểu Mỹ và bạn bè cùng đến tiệm trái cây, họ chụp nhiều ảnh ở đó.",วันหยุดสุดสัปดาห์ เสี่ยวเหม่ยกับเพื่อนไปร้านผลไม้ด้วยกัน และถ่ายรูปหลายรูปที่นั่น,"On the weekend, Xiaomei and her friends went to the fruit shop and took many photos there."
天氣,tiān qì,thời tiết,อากาศ,weather,今天的天氣很好，小美想去海邊散步。,"Thời tiết hôm nay rất đẹp, Tiểu Mỹ muốn đi dạo ở bờ biển.",วันนี้อากาศดีมาก เสี่ยวเหม่ยอยากไปเดินเล่นที่ชายทะเล,"The weather is nice today, so Xiaomei wants to walk by the seaside."
涼快,liáng kuài,mát mẻ,เย็นสบาย,cool and comfortable,今天的情況很涼快，所以大家都需要小心一點。,"Tình huống hôm nay rất mát mẻ, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้เย็นสบายมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very cool and comfortable, so everyone needs to be a little careful."
舒服,shū fú,thoải mái,สบาย,comfortable,今天的情況很舒服，所以大家都需要小心一點。,"Tình huống hôm nay rất thoải mái, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้สบายมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very comfortable, so everyone needs to be a little careful."
出去走走,chū qù zǒu zǒu,ra ngoài đi dạo,ออกไปเดินเล่น,go out for a walk,今天下午，小美要出去走走，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải ra ngoài đi dạo, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องออกไปเดินเล่น ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to go out for a walk, so she arranged her time first."
很熱,hěn rè,rất nóng,ร้อนมาก,very hot,今天外面很熱，小美不想出去走走。,"Hôm nay bên ngoài rất nóng, Tiểu Mỹ không muốn ra ngoài đi dạo.",วันนี้ข้างนอกร้อนมาก เสี่ยวเหม่ยไม่อยากออกไปเดินเล่น,"It is very hot outside today, so Xiaomei does not want to go out for a walk."
下雨,xià yǔ,mưa,ฝนตก,to rain,下午突然下雨，小美只好在家裡看書。,"Buổi chiều đột nhiên trời mưa, Tiểu Mỹ đành phải ở nhà đọc sách.",ตอนบ่ายฝนตกกะทันหัน เสี่ยวเหม่ยจึงต้องอยู่บ้านอ่านหนังสือ,"It suddenly rained in the afternoon, so Xiaomei had to read at home."
剛剛,gāng gāng,vừa mới,เมื่อกี้,just now,小美剛剛會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ vừa mới sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยเมื่อกี้จะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei just now goes for a walk in the park, and it has become her habit."
有什麼事嗎,yǒu shén me shì ma,có việc gì không,มีธุระอะไรไหม,is there something?,小美剛剛打電話給我，我問她有什麼事嗎。,"Tiểu Mỹ vừa gọi điện cho tôi, tôi hỏi cô ấy có việc gì không.",เมื่อกี้เสี่ยวเหม่ยโทรหาฉัน ฉันถามเธอว่ามีธุระอะไรไหม,"Xiaomei just called me, and I asked her if anything was the matter."
家裡,jiā lǐ,ở nhà / trong nhà,ที่บ้าน,at home,週末，小美和朋友一起去家裡，他們在那裡拍了很多照片。,"Cuối tuần, Tiểu Mỹ và bạn bè cùng đến ở nhà / trong nhà, họ chụp nhiều ảnh ở đó.",วันหยุดสุดสัปดาห์ เสี่ยวเหม่ยกับเพื่อนไปที่บ้านด้วยกัน และถ่ายรูปหลายรูปที่นั่น,"On the weekend, Xiaomei and her friends went to the at home and took many photos there."
洗衣機,xǐ yī jī,máy giặt,เครื่องซักผ้า,washing machine,小明把洗衣機放在桌上，準備等一下使用。,"Tiểu Minh đặt máy giặt lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางเครื่องซักผ้าไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the washing machine on the table and prepared to use it later.
冰箱,bīng xiāng,tủ lạnh,ตู้เย็น,refrigerator,小明把冰箱放在桌上，準備等一下使用。,"Tiểu Minh đặt tủ lạnh lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางตู้เย็นไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the refrigerator on the table and prepared to use it later.
壞,huài,hỏng,เสีย,broken,今天的情況很壞，所以大家都需要小心一點。,"Tình huống hôm nay rất hỏng, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้เสียมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very broken, so everyone needs to be a little careful."
