生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
決定,jué dìng,quyết định,ตัดสินใจ,decide,三個學生決定開一家網路廚房公司。,Ba học sinh quyết định mở một công ty nhà bếp trực tuyến.,นักเรียนสามคนตัดสินใจเปิดบริษัทครัวออนไลน์,The three students decided to start an online kitchen company.
網路,wǎng lù,mạng / internet,อินเทอร์เน็ต / ออนไลน์,internet / online,現在很多人用網路買美食，也用網路找工作。,Bây giờ nhiều người dùng internet để mua món ngon và cũng dùng internet để tìm việc.,ตอนนี้หลายคนใช้อินเทอร์เน็ตซื้ออาหารอร่อย และใช้อินเทอร์เน็ตหางานด้วย,Now many people use the internet to buy delicious food and also to find jobs.
廚房,chú fáng,nhà bếp,ครัว,kitchen,媽媽在廚房做晚餐，孩子們在客廳寫作業。,"Mẹ làm bữa tối trong bếp, bọn trẻ làm bài tập trong phòng khách.",แม่ทำอาหารเย็นในครัว เด็ก ๆ ทำการบ้านในห้องนั่งเล่น,Mom was making dinner in the kitchen while the children did homework in the living room.
讓,ràng,khiến / để cho,ทำให้ / ให้,let / make,這家公司讓學生可以買到媽媽們做的美食。,Công ty này giúp học sinh có thể mua được món ngon do các bà mẹ làm.,บริษัทนี้ทำให้นักเรียนสามารถซื้ออาหารอร่อยที่แม่ ๆ ทำได้,This company lets students buy delicious food made by mothers.
美食,měi shí,món ngon / ẩm thực ngon,อาหารอร่อย,delicious food,學生們想吃美食，可是他們不太會做菜。,"Học sinh muốn ăn món ngon, nhưng họ không giỏi nấu ăn lắm.",นักเรียนอยากกินอาหารอร่อย แต่พวกเขาทำอาหารไม่ค่อยเป็น,"The students wanted to eat delicious food, but they were not very good at cooking."
負責,fù zé,phụ trách / chịu trách nhiệm,รับผิดชอบ,be responsible for,這家公司負責把食物送到學生宿舍。,Công ty này phụ trách đưa thức ăn đến ký túc xá học sinh.,บริษัทนี้รับผิดชอบส่งอาหารไปยังหอพักนักเรียน,This company is responsible for delivering food to the student dormitory.
認為,rèn wéi,cho rằng / nghĩ rằng,คิดว่า / เห็นว่า,think / believe,很多媽媽認為，煮給幾個人吃的時間差不多。,Nhiều bà mẹ cho rằng thời gian nấu cho vài người ăn cũng gần như nhau.,คุณแม่หลายคนคิดว่า เวลาที่ใช้ทำอาหารให้คนกี่คนกินก็ใกล้เคียงกัน,Many mothers think that cooking for a few people takes about the same amount of time.
差不多,chà bù duō,gần như / xấp xỉ,ใกล้เคียง / พอ ๆ กัน,almost / about the same,煮一個人的飯和煮三個人的飯，時間差不多。,"Nấu cơm cho một người và nấu cho ba người, thời gian gần như nhau.",ทำอาหารให้หนึ่งคนกับทำอาหารให้สามคน เวลาก็ใกล้เคียงกัน,Cooking for one person and cooking for three people take about the same time.
願意,yuàn yì,sẵn lòng / chịu,ยินดี / เต็มใจ,be willing to,很多媽媽願意加入這家公司，因為做菜的時間差不多。,Nhiều bà mẹ sẵn lòng tham gia công ty này vì thời gian nấu ăn gần như nhau.,คุณแม่หลายคนยินดีเข้าร่วมบริษัทนี้ เพราะเวลาทำอาหารใกล้เคียงกัน,Many mothers are willing to join this company because the cooking time is about the same.
老闆,lǎo bǎn,ông chủ / bà chủ,เจ้าของร้าน / เจ้านาย,boss / owner,這家網路廚房公司的三位老闆都還是學生。,Ba ông chủ của công ty nhà bếp trực tuyến này vẫn là học sinh.,เจ้าของบริษัทครัวออนไลน์สามคนนี้ยังเป็นนักเรียนอยู่,The three owners of this online kitchen company are still students.
賺,zhuàn,kiếm được / kiếm tiền,หาเงินได้,earn,因為生意很好，三位老闆賺了不少錢。,"Vì việc kinh doanh rất tốt, ba ông chủ kiếm được không ít tiền.",เพราะธุรกิจดีมาก เจ้าของสามคนจึงหาเงินได้ไม่น้อย,"Because business was good, the three owners earned quite a lot of money."
