生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
卡片,kǎ piàn,thiệp / tấm thẻ,การ์ด,card,林心心寫了一張卡片，謝謝王老師教她中文。,Lâm Tâm Tâm viết một tấm thiệp để cảm ơn thầy Vương đã dạy cô tiếng Trung.,หลินซินซินเขียนการ์ดหนึ่งใบเพื่อขอบคุณครูหวังที่สอนภาษาจีนให้เธอ,Lin Xinxin wrote a card to thank Teacher Wang for teaching her Chinese.
約好,yuē hǎo,hẹn xong / đã hẹn,นัดกันแล้ว,make an appointment / agree on a time,我們約好下星期再上課，所以不要忘記時間。,"Chúng tôi đã hẹn tuần sau học tiếp, nên đừng quên thời gian.",พวกเรานัดกันแล้วว่าสัปดาห์หน้าจะเรียนต่อ ดังนั้นอย่าลืมเวลา,"We agreed to have class again next week, so do not forget the time."
上課,shàng kè,đi học / vào lớp,เข้าเรียน,attend class / have class,學生每天早上八點上課，下午三點下課。,"Học sinh mỗi sáng tám giờ vào lớp, chiều ba giờ tan học.",นักเรียนเข้าเรียนตอนแปดโมงเช้าทุกวัน และเลิกเรียนตอนบ่ายสามโมง,Students have class at eight every morning and finish at three in the afternoon.
上三個月的課,shàng sān ge yuè de kè,học ba tháng,เรียนเป็นเวลาสามเดือน,take classes for three months,林心心上三個月的課以後，中文進步了很多。,"Sau khi Lâm Tâm Tâm học ba tháng, tiếng Trung của cô tiến bộ rất nhiều.",หลังจากหลินซินซินเรียนเป็นเวลาสามเดือน ภาษาจีนของเธอก้าวหน้าขึ้นมาก,"After taking classes for three months, Lin Xinxin’s Chinese improved a lot."
旅館,lǚ guǎn,khách sạn / nhà trọ,โรงแรม,hotel / inn,來來旅館十月有特別價，很多客人想去住。,"Nhà trọ Lai Lai có giá đặc biệt vào tháng mười, nhiều khách muốn đến ở.",โรงแรมไหลไหลมีราคาพิเศษในเดือนตุลาคม แขกหลายคนอยากไปพัก,"Lailai Hotel has a special price in October, and many guests want to stay there."
特別價,tè bié jià,giá đặc biệt,ราคาพิเศษ,special price,這家旅館一年一次特別價，兩人房便宜很多。,"Khách sạn này mỗi năm có giá đặc biệt một lần, phòng đôi rẻ hơn nhiều.",โรงแรมนี้มีราคาพิเศษปีละครั้ง ห้องสองคนถูกลงมาก,"This hotel has a special price once a year, and double rooms are much cheaper."
一年一次,yì nián yí cì,mỗi năm một lần,ปีละครั้ง,once a year,這個活動一年一次，想參加的人要早一點報名。,"Hoạt động này mỗi năm một lần, người muốn tham gia phải đăng ký sớm.",กิจกรรมนี้มีปีละครั้ง คนที่อยากเข้าร่วมต้องสมัครให้เร็วหน่อย,"This event happens once a year, so people who want to join should register early."
不用錢,bú yòng qián,không cần tiền / miễn phí,ไม่ต้องเสียเงิน,free / no need to pay,房間裡有不用錢的蛋糕和水果，客人都很開心。,"Trong phòng có bánh và trái cây miễn phí, khách đều rất vui.",ในห้องมีเค้กและผลไม้ฟรี แขกทุกคนดีใจมาก,"There are free cakes and fruit in the room, and the guests are very happy."
只有,zhǐ yǒu,chỉ có,มีแค่ / เพียง,only / only have,特別價的房間只有十間，所以想住要快。,"Phòng giá đặc biệt chỉ có mười phòng, nên muốn ở thì phải nhanh.",ห้องราคาพิเศษมีเพียงสิบห้อง ดังนั้นถ้าอยากพักต้องรีบ,"There are only ten special-price rooms, so people who want to stay must hurry."
兩間,liǎng jiān,hai căn / hai phòng,สองห้อง,two rooms,旅館今天只剩兩間房，晚一點可能就沒有了。,"Hôm nay khách sạn chỉ còn hai phòng, muộn hơn có thể sẽ hết.",วันนี้โรงแรมเหลือเพียงสองห้อง ช้ากว่านี้อาจไม่มีแล้ว,The hotel has only two rooms left today; there may be none later.
禮物,lǐ wù,quà tặng,ของขวัญ,gift,住兩人房的客人可以得到一份小禮物。,Khách ở phòng đôi có thể nhận được một món quà nhỏ.,แขกที่พักห้องสองคนสามารถได้รับของขวัญเล็ก ๆ หนึ่งชิ้น,Guests staying in a double room can get a small gift.
每個月,měi ge yuè,mỗi tháng,ทุกเดือน,every month,這家旅館不是每個月都有特別的活動。,Khách sạn này không phải tháng nào cũng có hoạt động đặc biệt.,โรงแรมนี้ไม่ได้มีกิจกรรมพิเศษทุกเดือน,This hotel does not have special events every month.
特別的活動,tè bié de huó dòng,hoạt động đặc biệt,กิจกรรมพิเศษ,special event,十月一日到十月十日，旅館有特別的活動。,"Từ ngày 1 đến ngày 10 tháng 10, khách sạn có hoạt động đặc biệt.",ตั้งแต่วันที่ 1 ถึง 10 ตุลาคม โรงแรมมีกิจกรรมพิเศษ,"From October 1 to October 10, the hotel has a special event."
早餐店,zǎo cān diàn,tiệm ăn sáng,ร้านอาหารเช้า,breakfast shop,家家樂早餐店早上七點開門，很多人去買早餐。,"Tiệm ăn sáng Jia Jia Le mở cửa lúc bảy giờ sáng, nhiều người đến mua bữa sáng.",ร้านอาหารเช้าเจียเจียเล่อเปิดตอนเจ็ดโมงเช้า หลายคนไปซื้ออาหารเช้า,"Jiajiale Breakfast Shop opens at 7 a.m., and many people go there to buy breakfast."
送,sòng,tặng / đưa / gửi,ให้ / ส่ง,give / send,在這家店買早餐，老闆會送一杯紅茶。,"Mua bữa sáng ở tiệm này, chủ tiệm sẽ tặng một ly trà đen.",ซื้ออาหารเช้าที่ร้านนี้ เจ้าของร้านจะให้ชาแดงหนึ่งแก้ว,"If you buy breakfast at this shop, the owner will give you a cup of black tea."
電話,diàn huà,điện thoại,โทรศัพท์,telephone / phone number,如果想先訂早餐，可以打店裡的電話。,"Nếu muốn đặt bữa sáng trước, bạn có thể gọi điện thoại của tiệm.",ถ้าอยากสั่งอาหารเช้าล่วงหน้า สามารถโทรศัพท์ไปที่ร้านได้,"If you want to order breakfast in advance, you can call the shop’s phone number."
紅茶,hóng chá,trà đen,ชาแดง,black tea,小明買了一份早餐，店員送他一杯紅茶。,"Tiểu Minh mua một phần bữa sáng, nhân viên tặng cậu ấy một ly trà đen.",เสี่ยวหมิงซื้ออาหารเช้าหนึ่งชุด พนักงานให้ชาแดงเขาหนึ่งแก้ว,"Xiaoming bought a breakfast set, and the clerk gave him a cup of black tea."
飲料,yǐn liào,đồ uống / thức uống,เครื่องดื่ม,drink / beverage,在這家早餐店吃早餐，就會送一杯飲料。,Ăn bữa sáng ở tiệm này thì sẽ được tặng một ly đồ uống.,กินอาหารเช้าที่ร้านนี้ ก็จะได้รับเครื่องดื่มหนึ่งแก้ว,"If you eat breakfast at this shop, you will get a free drink."
