生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
秋冬,qiū dōng,mùa thu và mùa đông,ฤดูใบไม้ร่วงและฤดูหนาว,autumn and winter,秋冬的時候天氣比較涼，很多人喜歡去山上旅行。,Vào mùa thu đông thời tiết mát hơn nên nhiều người thích đi du lịch trên núi.,ช่วงฤดูใบไม้ร่วงและฤดูหนาวอากาศเย็นกว่า หลายคนจึงชอบไปเที่ยวบนภูเขา,In autumn and winter the weather is cooler so many people like traveling in the mountains.
冬天,dōng tiān,mùa đông,ฤดูหนาว,winter,冬天去台灣北部旅行，最好帶一件厚外套。,Khi đi du lịch miền bắc Đài Loan vào mùa đông tốt nhất nên mang một chiếc áo khoác dày.,ถ้าไปเที่ยวภาคเหนือของไต้หวันในฤดูหนาว ควรพกเสื้อคลุมหนาไปด้วย,When traveling to northern Taiwan in winter it is best to bring a thick coat.
打掃,dǎ sǎo,dọn dẹp,ทำความสะอาด,to clean,週末上午，妹妹和媽媽一起打掃客廳，把桌子擦得很乾淨。,Sáng cuối tuần em gái cùng mẹ dọn phòng khách và lau bàn rất sạch.,เช้าวันหยุด น้องสาวกับแม่ทำความสะอาดห้องรับแขกด้วยกัน และเช็ดโต๊ะจนสะอาดมาก,On weekend morning the younger sister cleaned the living room with Mom and wiped the table very clean.
客廳,kè tīng,phòng khách,ห้องนั่งเล่น,living room,晚飯以後，全家人坐在客廳裡看電視。,Sau bữa tối cả nhà ngồi trong phòng khách xem ti vi.,หลังอาหารเย็น ทุกคนในครอบครัวนั่งดูทีวีในห้องนั่งเล่น,After dinner the whole family sat in the living room and watched TV.
廚房,chú fáng,nhà bếp,ห้องครัว,kitchen,媽媽在廚房做菜，小東在旁邊幫忙洗菜。,Mẹ nấu ăn trong nhà bếp Tiểu Đông ở bên cạnh giúp rửa rau.,แม่ทำอาหารในห้องครัว เสี่ยวตงช่วยล้างผักอยู่ข้าง ๆ,Mom cooked in the kitchen and Xiaodong helped wash vegetables beside her.
餐廳,cān tīng,nhà hàng / phòng ăn,ร้านอาหาร / ห้องอาหาร,restaurant / dining room,洗衣機放在餐廳旁邊太奇怪了，所以爸爸決定放到浴室裡。,Đặt máy giặt bên cạnh phòng ăn thì quá lạ nên bố quyết định để trong phòng tắm.,วางเครื่องซักผ้าข้างห้องอาหารแปลกเกินไป พ่อจึงตัดสินใจวางไว้ในห้องน้ำ,Putting the washing machine beside the dining room is too strange so Dad decided to put it in the bathroom.
洗衣機,xǐ yī jī,máy giặt,เครื่องซักผ้า,washing machine,這台洗衣機聲音很大，晚上最好不要使用。,Máy giặt này tiếng rất lớn nên buổi tối tốt nhất đừng dùng.,เครื่องซักผ้าเครื่องนี้เสียงดังมาก ตอนกลางคืนไม่ควรใช้จะดีที่สุด,This washing machine is very loud so it is best not to use it at night.
樓梯,lóu tī,cầu thang,บันได,stairs,樓梯旁邊的地方太小，放不下那台洗衣機。,Chỗ bên cạnh cầu thang quá nhỏ không đặt vừa chiếc máy giặt đó.,ที่ข้างบันไดเล็กเกินไป วางเครื่องซักผ้าเครื่องนั้นไม่ได้,The space beside the stairs is too small to fit that washing machine.
旁邊,páng biān,bên cạnh,ข้าง ๆ,beside,爸爸把洗衣機放在浴室旁邊，這樣洗衣服比較方便。,Bố đặt máy giặt bên cạnh phòng tắm như vậy giặt quần áo tiện hơn.,พ่อวางเครื่องซักผ้าไว้ข้างห้องน้ำ แบบนี้ซักผ้าสะดวกกว่า,Dad put the washing machine beside the bathroom so washing clothes is more convenient.
吵,chǎo,ồn,เสียงดัง,noisy,那台洗衣機太吵了，媽媽不想把它放在樓梯旁邊。,Chiếc máy giặt đó quá ồn nên mẹ không muốn đặt nó bên cạnh cầu thang.,เครื่องซักผ้าเครื่องนั้นเสียงดังเกินไป แม่จึงไม่อยากวางไว้ข้างบันได,That washing machine is too noisy so Mom does not want to put it beside the stairs.
浴室,yù shì,phòng tắm,ห้องน้ำ,bathroom,洗衣機放在浴室裡，洗完澡以後就可以順便洗衣服。,Máy giặt đặt trong phòng tắm nên sau khi tắm xong có thể tiện thể giặt quần áo.,เครื่องซักผ้าวางอยู่ในห้องน้ำ หลังอาบน้ำเสร็จจึงสามารถซักผ้าไปด้วยได้,The washing machine is in the bathroom so after taking a shower one can wash clothes conveniently.
