生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
海邊,hǎi biān,bờ biển,ริมทะเล,seaside / beach,夏天的時候，很多人喜歡到海邊游泳和打球。,"Vào mùa hè, nhiều người thích đến bờ biển bơi và chơi bóng.",ตอนฤดูร้อน หลายคนชอบไปทะเลเพื่อว่ายน้ำและเล่นบอล,"In summer, many people like to go to the seaside to swim and play ball."
短袖,duǎn xiù,tay ngắn,แขนสั้น,short-sleeved,天氣很熱的時候，小明喜歡穿短袖襯衫去上課。,"Khi thời tiết nóng, Tiểu Minh thích mặc áo sơ mi tay ngắn đi học.",ตอนอากาศร้อน เสี่ยวหมิงชอบใส่เสื้อเชิ้ตแขนสั้นไปเรียน,"When the weather is hot, Xiaoming likes to wear a short-sleeved shirt to class."
襯衫,chèn shān,áo sơ mi,เสื้อเชิ้ต,shirt,這件白色襯衫剛洗好，現在還沒有乾。,"Cái áo sơ mi màu trắng này vừa giặt xong, bây giờ vẫn chưa khô.",เสื้อเชิ้ตสีขาวตัวนี้เพิ่งซักเสร็จ ตอนนี้ยังไม่แห้ง,This white shirt has just been washed and is not dry yet.
洗,xǐ,giặt / rửa,ล้าง / ซัก,to wash,媽媽早上把短袖襯衫洗好，下午再拿到外面曬。,"Mẹ giặt xong áo sơ mi tay ngắn vào buổi sáng, buổi chiều mới đem ra ngoài phơi.",แม่ซักเสื้อเชิ้ตแขนสั้นเสร็จตอนเช้า ตอนบ่ายค่อยเอาออกไปตากข้างนอก,Mom washed the short-sleeved shirt in the morning and hung it outside in the afternoon.
乾,gān,khô,แห้ง,dry,衣服還沒有乾，所以你今天不能穿那件短袖襯衫。,"Quần áo vẫn chưa khô, nên hôm nay bạn không thể mặc cái áo sơ mi tay ngắn đó.",เสื้อผ้ายังไม่แห้ง ดังนั้นวันนี้คุณใส่เสื้อเชิ้ตแขนสั้นตัวนั้นไม่ได้,"The clothes are not dry yet, so you cannot wear that short-sleeved shirt today."
濕,shī,ướt,เปียก,wet,外面下雨了，弟弟的鞋子和褲子都濕了。,"Bên ngoài trời mưa, giày và quần của em trai đều ướt.",ข้างนอกฝนตก รองเท้าและกางเกงของน้องชายเปียกหมด,"It rained outside, and my younger brother’s shoes and pants got wet."
熨(衣服),yùn yī fú,ủi quần áo,รีดเสื้อผ้า,to iron clothes,明天要面試，所以哥哥晚上在家熨衣服。,"Ngày mai phải phỏng vấn, nên buổi tối anh trai ủi quần áo ở nhà.",พรุ่งนี้ต้องสัมภาษณ์งาน ดังนั้นตอนเย็นพี่ชายรีดเสื้อผ้าอยู่ที่บ้าน,My older brother is ironing clothes at home tonight because he has an interview tomorrow.
脫水,tuō shuǐ,vắt khô / sấy vắt,ปั่นแห้ง,spin-dry,洗衣機脫水以後，衣服比較快乾。,"Sau khi máy giặt vắt khô, quần áo sẽ khô nhanh hơn.",หลังจากเครื่องซักผ้าปั่นแห้ง เสื้อผ้าจะแห้งเร็วกว่า,"After the washing machine spins the water out, the clothes dry faster."
烘(衣服),hōng yī fú,sấy quần áo,อบผ้า,to dry clothes with heat,外面一直下雨，媽媽只好用機器烘衣服。,"Bên ngoài cứ mưa mãi, mẹ đành phải dùng máy sấy quần áo.",ข้างนอกฝนตกตลอด แม่จึงต้องใช้เครื่องอบผ้า,"Because it kept raining outside, Mom had to use a machine to dry the clothes."
附近,fù jìn,gần đó,ใกล้ ๆ,nearby,小明家附近的風景很漂亮，很多人假日會去那裡拍照。,"Phong cảnh gần nhà Tiểu Minh rất đẹp, nhiều người ngày nghỉ sẽ đến đó chụp ảnh.",วิวใกล้บ้านเสี่ยวหมิงสวยมาก หลายคนจะไปถ่ายรูปที่นั่นในวันหยุด,"The scenery near Xiaoming’s home is beautiful, and many people go there to take photos on holidays."
風景,fēng jǐng,phong cảnh,ทิวทัศน์ / วิว,scenery,山上的風景很漂亮，但是冬天的溫度很低。,"Phong cảnh trên núi rất đẹp, nhưng nhiệt độ mùa đông rất thấp.",วิวบนภูเขาสวยมาก แต่ฤดูหนาวอุณหภูมิต่ำมาก,"The scenery in the mountains is beautiful, but the temperature is very low in winter."
冬天,dōng tiān,mùa đông,ฤดูหนาว,winter,冬天去山上旅行的時候，大家要穿暖一點。,"Khi đi du lịch trên núi vào mùa đông, mọi người phải mặc ấm hơn một chút.",เวลาไปเที่ยวภูเขาในฤดูหนาว ทุกคนต้องใส่เสื้อผ้าให้อุ่นหน่อย,"When traveling to the mountains in winter, everyone should dress warmly."
春天,chūn tiān,mùa xuân,ฤดูใบไม้ผลิ,spring,春天常常下雨，所以出門以前最好帶一把傘。,"Mùa xuân thường hay mưa, nên trước khi ra ngoài tốt nhất nên mang theo một cái ô.",ฤดูใบไม้ผลิมักฝนตก ดังนั้นก่อนออกจากบ้านควรพกร่มไปด้วยดีที่สุด,"It often rains in spring, so it is best to bring an umbrella before going out."
夏天,xià tiān,mùa hè,ฤดูร้อน,summer,夏天的天氣很熱，我們常常去海邊玩水。,"Thời tiết mùa hè rất nóng, chúng tôi thường đi biển chơi nước.",อากาศฤดูร้อนร้อนมาก พวกเรามักไปเล่นน้ำที่ทะเล,"The weather is hot in summer, and we often go to the seaside to play in the water."
秋天,qiū tiān,mùa thu,ฤดูใบไม้ร่วง,autumn / fall,秋天的天氣不冷也不熱，很適合去旅行。,"Thời tiết mùa thu không lạnh cũng không nóng, rất thích hợp đi du lịch.",อากาศฤดูใบไม้ร่วงไม่หนาวและไม่ร้อน เหมาะกับการไปเที่ยวมาก,"Autumn weather is neither cold nor hot, so it is very suitable for traveling."
溫度,wēn dù,nhiệt độ,อุณหภูมิ,temperature,山上的溫度比市區低，晚上出門要多穿一件外套。,"Nhiệt độ trên núi thấp hơn trong thành phố, buổi tối ra ngoài phải mặc thêm một áo khoác.",อุณหภูมิบนภูเขาต่ำกว่าในเมือง ตอนเย็นออกจากบ้านต้องใส่เสื้อคลุมเพิ่มอีกตัว,"The temperature in the mountains is lower than in the city, so you should wear an extra jacket when going out at night."
低,dī,thấp,ต่ำ,low,今天早上的溫度很低，弟弟上學以前穿了厚外套。,"Nhiệt độ sáng nay rất thấp, em trai mặc áo khoác dày trước khi đi học.",อุณหภูมิเช้าวันนี้ต่ำมาก น้องชายใส่เสื้อคลุมหนาก่อนไปโรงเรียน,"The temperature was very low this morning, so my younger brother wore a thick coat before going to school."
高,gāo,cao,สูง,high / tall,夏天中午的溫度很高，老師請學生多喝水。,"Nhiệt độ buổi trưa mùa hè rất cao, giáo viên yêu cầu học sinh uống nhiều nước.",อุณหภูมิตอนเที่ยงในฤดูร้อนสูงมาก ครูให้นักเรียนดื่มน้ำมาก ๆ,"The temperature at noon in summer is very high, so the teacher asked the students to drink more water."
穿,chuān,mặc,ใส่,to wear,你去山上找朋友的時候，要穿暖一點，不要穿太薄。,"Khi bạn lên núi tìm bạn, phải mặc ấm hơn một chút, đừng mặc quá mỏng.",เวลาไปห朋友บนภูเขา คุณต้องใส่เสื้อผ้าให้อุ่นหน่อย อย่าใส่บางเกินไป,"When you go to the mountains to visit your friend, dress warmly and do not wear clothes that are too thin."
暖,nuǎn,ấm,อบอุ่น,warm,冬天騎車的時候，媽媽叫我穿暖一點再出門。,"Khi đi xe vào mùa đông, mẹ bảo tôi mặc ấm hơn rồi mới ra ngoài.",เวลาขี่รถในฤดูหนาว แม่บอกให้ฉันแต่งตัวให้อุ่นก่อนออกจากบ้าน,"When riding in winter, Mom tells me to dress warmly before going out."
薄,báo,mỏng,บาง,thin,這件外套太薄了，冬天穿去山上一定會很冷。,"Cái áo khoác này quá mỏng, mặc lên núi vào mùa đông chắc chắn sẽ rất lạnh.",เสื้อคลุมตัวนี้บางเกินไป ถ้าใส่ไปภูเขาในฤดูหนาวต้องหนาวมากแน่ ๆ,This coat is too thin; wearing it to the mountains in winter will definitely be cold.
認識,rèn shi,biết / làm quen,รู้จัก,to know / to understand,想要認識臺灣，最好的方法是自己去不同的城市旅行。,"Muốn hiểu biết về Đài Loan, phương pháp tốt nhất là tự đi du lịch đến các thành phố khác nhau.",ถ้าอยากรู้จักไต้หวัน วิธีที่ดีที่สุดคือไปเที่ยวเมืองต่าง ๆ ด้วยตัวเอง,"To get to know Taiwan, the best way is to travel to different cities yourself."
方法,fāng fǎ,phương pháp,วิธี,method / way,老師教我們一個記漢字的方法，大家覺得很有用。,"Giáo viên dạy chúng tôi một phương pháp ghi nhớ chữ Hán, mọi người thấy rất hữu ích.",ครูสอนวิธีจำอักษรจีนให้พวกเรา ทุกคนรู้สึกว่ามีประโยชน์มาก,"The teacher taught us a method for remembering Chinese characters, and everyone found it useful."
電視介紹,diàn shì jiè shào,chương trình giới thiệu trên TV,รายการแนะนำทางโทรทัศน์,TV introduction,看電視介紹可以知道很多地方，但是自己去旅行會更有意思。,"Xem chương trình giới thiệu trên TV có thể biết nhiều nơi, nhưng tự đi du lịch sẽ thú vị hơn.",ดูรายการแนะนำทางทีวีทำให้รู้จักสถานที่หลายแห่งได้ แต่ไปเที่ยวเองจะน่าสนใจกว่า,"Watching TV introductions can help you learn about many places, but traveling yourself is more interesting."
最好,zuì hǎo,tốt nhất,ดีที่สุด,best,如果你第一次來臺灣，最好先去臺北看看。,"Nếu bạn lần đầu đến Đài Loan, tốt nhất nên đi Đài Bắc xem trước.",ถ้าคุณมาไต้หวันครั้งแรก ควรไปดูไทเปก่อนดีที่สุด,"If this is your first time in Taiwan, it is best to visit Taipei first."
自己,zì jǐ,tự mình,ตัวเอง,oneself,你不能只看書介紹，應該自己去旅行，才會真的了解這個地方。,"Bạn không thể chỉ xem giới thiệu trong sách, nên tự đi du lịch thì mới thật sự hiểu nơi này.",คุณไม่สามารถดูแค่คำแนะนำในหนังสือ ควรไปเที่ยวด้วยตัวเอง ถึงจะเข้าใจสถานที่นี้จริง ๆ,You cannot only read introductions in books; you should travel there yourself to truly understand the place.
去旅行,qù lǚ xíng,đi du lịch,ไปเที่ยว / เดินทาง,to travel,暑假的時候，我想跟同學一起去旅行，認識更多臺灣的城市。,"Vào kỳ nghỉ hè, tôi muốn đi du lịch với bạn học để biết thêm nhiều thành phố của Đài Loan.",ตอนปิดเทอมฤดูร้อน ฉันอยากไปเที่ยวกับเพื่อนร่วมชั้น เพื่อรู้จักเมืองต่าง ๆ ของไต้หวันมากขึ้น,"During summer vacation, I want to travel with classmates and get to know more cities in Taiwan."
新家,xīn jiā,nhà mới,บ้านใหม่,new home,小美搬到新家以後，才發現樓上的小孩常常丟垃圾。,"Sau khi Tiểu Mỹ chuyển đến nhà mới, cô ấy mới phát hiện đứa trẻ tầng trên thường vứt rác.",หลังจากเสี่ยวเหม่ยย้ายไปบ้านใหม่ จึงพบว่าเด็กชั้นบนมักโยนขยะลงมา,"After Xiaomei moved to her new home, she discovered that the child upstairs often threw trash down."
別說了,bié shuō le,đừng nói nữa,อย่าพูดถึงเลย,don’t mention it,朋友問我的新家怎麼樣，我說別說了，樓上每天都很吵。,"Bạn hỏi nhà mới của tôi thế nào, tôi nói đừng nhắc nữa, tầng trên ngày nào cũng rất ồn.",เพื่อนถามว่าบ้านใหม่ของฉันเป็นอย่างไร ฉันบอกว่าอย่าพูดถึงเลย ชั้นบนเสียงดังทุกวัน,"My friend asked how my new home was, and I said, “Don’t even mention it; upstairs is noisy every day.”"
公寓,gōng yù,căn hộ,อพาร์ตเมนต์,apartment,他們搬到一棟公寓裡，樓下有便利商店，生活很方便。,"Họ chuyển vào một căn hộ chung cư, tầng dưới có cửa hàng tiện lợi nên cuộc sống rất thuận tiện.",พวกเขาย้ายเข้าไปอยู่ในอพาร์ตเมนต์แห่งหนึ่ง ชั้นล่างมีร้านสะดวกซื้อ ชีวิตสะดวกมาก,"They moved into an apartment building with a convenience store downstairs, so life is very convenient."
結果,jié guǒ,kết quả / cuối cùng,ผลคือ / กลายเป็นว่า,as a result,我以為搬家以後會比較安靜，結果樓上的小孩每天都在跑。,"Tôi tưởng sau khi chuyển nhà sẽ yên tĩnh hơn, kết quả là đứa trẻ tầng trên ngày nào cũng chạy.",ฉันคิดว่าหลังย้ายบ้านจะเงียบขึ้น ผลคือเด็กชั้นบนวิ่งทุกวัน,"I thought it would be quieter after moving, but it turned out that the child upstairs runs around every day."
小孩,xiǎo hái,trẻ con,เด็ก,child,樓上的小孩經常往下丟垃圾，讓公寓的環境變得很髒。,"Đứa trẻ tầng trên thường ném rác xuống, làm môi trường của căn hộ trở nên rất bẩn.",เด็กชั้นบนมักโยนขยะลงมา ทำให้สภาพแวดล้อมของอพาร์ตเมนต์สกปรกมาก,"The child upstairs often throws trash down, making the apartment environment very dirty."
經常,jīng cháng,thường xuyên,บ่อย ๆ,often,這條路經常有很多車，所以過馬路的時候要小心。,"Con đường này thường có nhiều xe, nên khi qua đường phải cẩn thận.",ถนนเส้นนี้มักมีรถเยอะ ดังนั้นเวลาข้ามถนนต้องระวัง,"This road often has a lot of cars, so you need to be careful when crossing it."
往下,wǎng xià,xuống dưới,ลงข้างล่าง,downward,樓上的人不要往下丟東西，不然可能會打到別人。,"Người ở tầng trên đừng ném đồ xuống, nếu không có thể trúng người khác.",คนชั้นบนอย่าโยนของลงมา ไม่อย่างนั้นอาจโดนคนอื่นได้,"People upstairs should not throw things downward, or they might hit someone."
環境,huán jìng,môi trường,สภาพแวดล้อม,environment,如果大家都不亂丟垃圾，公寓的環境就會比較乾淨。,"Nếu mọi người đều không vứt rác bừa bãi, môi trường của căn hộ sẽ sạch hơn.",ถ้าทุกคนไม่ทิ้งขยะมั่ว ๆ สภาพแวดล้อมของอพาร์ตเมนต์ก็จะสะอาดขึ้น,"If everyone stops littering, the apartment environment will be cleaner."
髒,zāng,bẩn,สกปรก,dirty,樓上經常丟垃圾，結果樓下的走廊變得很髒。,"Tầng trên thường vứt rác, kết quả là hành lang tầng dưới trở nên rất bẩn.",ชั้นบนมักทิ้งขยะ ผลคือทางเดินชั้นล่างสกปรกมาก,"People upstairs often throw trash, so the downstairs hallway has become very dirty."
乾淨,gān jìng,sạch sẽ,สะอาด,clean,我們打掃完房間以後，整個家看起來很乾淨。,"Sau khi chúng tôi dọn dẹp phòng xong, cả nhà trông rất sạch sẽ.",หลังจากพวกเราทำความสะอาดห้องเสร็จ บ้านทั้งหลังดูสะอาดมาก,"After we cleaned the room, the whole home looked very clean."
