生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
盒子,hé zi,cái hộp,กล่อง,box,這個盒子裡有一雙新襪子，是媽媽送給小美的。,"Trong cái hộp này có một đôi tất mới, là mẹ tặng cho Tiểu Mỹ.",ในกล่องนี้มีถุงเท้าใหม่หนึ่งคู่ เป็นของที่แม่ให้เสี่ยวเหม่ย,There is a new pair of socks in this box; Mom gave them to Xiaomei.
使用,shǐ yòng,sử dụng,ใช้,to use,爸爸使用信用卡買照相機，因為他身上沒有現金。,Bố dùng thẻ tín dụng mua máy ảnh vì trên người không có tiền mặt.,พ่อใช้บัตรเครดิตซื้อกล้องถ่ายรูป เพราะเขาไม่มีเงินสดติดตัว,Dad uses a credit card to buy a camera because he does not have cash with him.
信用卡,xìn yòng kǎ,thẻ tín dụng,บัตรเครดิต,credit card,這家店可以用信用卡付錢，也可以用現金。,"Cửa hàng này có thể trả tiền bằng thẻ tín dụng, cũng có thể dùng tiền mặt.",ร้านนี้สามารถจ่ายเงินด้วยบัตรเครดิตได้ และใช้เงินสดได้ด้วย,This shop accepts credit cards as well as cash.
照相機,zhào xiàng jī,máy ảnh,กล้องถ่ายรูป,camera,小李買了一台照相機，準備去旅行時拍照片。,"Tiểu Lý mua một chiếc máy ảnh, chuẩn bị chụp ảnh khi đi du lịch.",เสี่ยวหลี่ซื้อกล้องถ่ายรูปหนึ่งตัว เตรียมถ่ายรูปตอนท่องเที่ยว,Xiaoli bought a camera and plans to take photos during his trip.
現金,xiàn jīn,tiền mặt,เงินสด,cash,如果你沒有信用卡，可以用現金買這台照相機。,"Nếu bạn không có thẻ tín dụng, bạn có thể dùng tiền mặt mua chiếc máy ảnh này.",ถ้าคุณไม่มีบัตรเครดิต คุณสามารถใช้เงินสดซื้อกล้องตัวนี้ได้,"If you do not have a credit card, you can buy this camera with cash."
照片,zhào piàn,ảnh / tấm hình,รูปถ่าย,photo,小美把旅行的照片放在書桌上，想給朋友看。,Tiểu Mỹ đặt ảnh du lịch lên bàn học và muốn cho bạn xem.,เสี่ยวเหม่ยวางรูปถ่ายจากการท่องเที่ยวไว้บนโต๊ะหนังสือ และอยากให้เพื่อนดู,Xiaomei puts her travel photos on the desk and wants to show them to her friends.
相片,xiàng piàn,ảnh / tấm hình,รูปภาพ / รูปถ่าย,photo / picture,爺爺拿出以前的相片，告訴我們很多家裡的故事。,Ông nội lấy những tấm ảnh trước đây ra và kể cho chúng tôi nhiều chuyện trong nhà.,คุณปู่หยิบรูปถ่ายเก่า ๆ ออกมา และเล่าเรื่องครอบครัวให้พวกเราฟังมากมาย,Grandpa takes out old photos and tells us many family stories.
家具,jiā jù,đồ nội thất,เฟอร์นิเจอร์,furniture,這些家具都壞了，媽媽決定週末去買新的。,"Những đồ nội thất này đều hỏng rồi, mẹ quyết định cuối tuần đi mua đồ mới.",เฟอร์นิเจอร์เหล่านี้เสียหมดแล้ว แม่ตัดสินใจไปซื้อของใหม่สุดสัปดาห์นี้,"All this furniture is broken, so Mom decides to buy new furniture this weekend."
壞,huài,hỏng / xấu,เสีย / พัง,broken / bad,客廳的燈壞了，爸爸晚上回家後要檢查。,"Đèn phòng khách bị hỏng, tối bố về nhà sẽ kiểm tra.",ไฟในห้องนั่งเล่นเสีย พ่อจะตรวจดูหลังกลับบ้านตอนเย็น,"The living room light is broken, and Dad will check it after coming home tonight."
水果,shuǐ guǒ,trái cây,ผลไม้,fruit,市場裡的水果很便宜，小美買了香蕉和蘋果。,"Trái cây trong chợ rất rẻ, Tiểu Mỹ mua chuối và táo.",ผลไม้ในตลาดราคาถูกมาก เสี่ยวเหม่ยซื้อกล้วยและแอปเปิล,"The fruit at the market is cheap, and Xiaomei buys bananas and apples."
餐具,cān jù,đồ dùng ăn uống,อุปกรณ์รับประทานอาหาร,tableware,吃飯以前，弟弟幫媽媽把餐具放到桌上。,"Trước khi ăn cơm, em trai giúp mẹ đặt đồ dùng ăn uống lên bàn.",ก่อนกินข้าว น้องชายช่วยแม่วางอุปกรณ์รับประทานอาหารบนโต๊ะ,"Before eating, the younger brother helps Mom put the tableware on the table."
杯子,bēi zi,cái ly / cốc,แก้วน้ำ,cup / glass,小王把杯子放在電腦旁邊，結果不小心打翻了水。,"Tiểu Vương đặt cái ly bên cạnh máy tính, kết quả không cẩn thận làm đổ nước.",เสี่ยวหวังวางแก้วน้ำไว้ข้างคอมพิวเตอร์ แล้วเผลอทำหก,Xiaowang puts a cup beside the computer and accidentally spills the water.
碗,wǎn,cái bát,ชาม,bowl,媽媽煮了一碗熱湯，叫小明先喝一點。,Mẹ nấu một bát canh nóng và bảo Tiểu Minh uống một chút trước.,แม่ทำซุปร้อนหนึ่งชาม และบอกให้เสี่ยวหมิงดื่มก่อนเล็กน้อย,Mom cooked a bowl of hot soup and told Xiaoming to drink some first.
盤子,pán zi,đĩa,จาน,plate,服務員把盤子放在桌上，請客人慢慢吃。,Nhân viên phục vụ đặt đĩa lên bàn và mời khách ăn thong thả.,พนักงานเสิร์ฟวางจานบนโต๊ะ และเชิญลูกค้าค่อย ๆ รับประทาน,The waiter puts the plate on the table and asks the guest to enjoy the meal slowly.
碟子,dié zi,đĩa nhỏ,จานเล็ก,small plate / saucer,這個碟子裡有一塊蛋糕，是小美留給弟弟的。,"Trong cái đĩa nhỏ này có một miếng bánh, là Tiểu Mỹ để lại cho em trai.",ในจานเล็กนี้มีเค้กหนึ่งชิ้น เป็นของที่เสี่ยวเหม่ยเหลือไว้ให้น้องชาย,There is a piece of cake on this small plate; Xiaomei saved it for her younger brother.
沙發,shā fā,ghế sô pha,โซฟา,sofa,爸爸下班後坐在沙發上看新聞節目。,"Sau khi tan làm, bố ngồi trên ghế sô pha xem chương trình tin tức.",หลังเลิกงาน พ่อนั่งบนโซฟาดูรายการข่าว,"After work, Dad sits on the sofa and watches the news program."
椅子,yǐ zi,ghế,เก้าอี้,chair,教室裡的椅子不夠，老師請兩位學生去搬。,"Trong lớp không đủ ghế, giáo viên nhờ hai học sinh đi chuyển thêm.",ในห้องเรียนมีเก้าอี้ไม่พอ ครูขอให้นักเรียนสองคนไปยกมาเพิ่ม,"There are not enough chairs in the classroom, so the teacher asks two students to bring more."
燈,dēng,đèn,ไฟ / โคมไฟ,light / lamp,天黑了，小月先開燈，再開始做作業。,"Trời tối rồi, Tiểu Nguyệt bật đèn trước rồi mới bắt đầu làm bài tập.",ฟ้ามืดแล้ว เสี่ยวเยว่เปิดไฟก่อน แล้วจึงเริ่มทำการบ้าน,"It is dark, so Xiaoyue turns on the light before starting her homework."
教室,jiào shì,lớp học / phòng học,ห้องเรียน,classroom,教室裡很安靜，因為同學們都在做作業。,Trong lớp học rất yên tĩnh vì các bạn đều đang làm bài tập.,ในห้องเรียนเงียบมาก เพราะเพื่อนร่วมชั้นทุกคนกำลังทำการบ้าน,The classroom is very quiet because all the classmates are doing homework.
做作業,zuò zuò yè,làm bài tập,ทำการบ้าน,to do homework,小明每天晚上先做作業，再看半個小時電視。,Mỗi tối Tiểu Minh làm bài tập trước rồi xem TV nửa tiếng.,ทุกคืนเสี่ยวหมิงทำการบ้านก่อน แล้วดูโทรทัศน์ครึ่งชั่วโมง,"Every evening, Xiaoming does his homework first and then watches TV for half an hour."
安靜,ān jìng,yên tĩnh,เงียบ,quiet,圖書館裡很安靜，大家都在看書。,"Trong thư viện rất yên tĩnh, mọi người đều đang đọc sách.",ในห้องสมุดเงียบมาก ทุกคนกำลังอ่านหนังสือ,"The library is very quiet, and everyone is reading."
很吵,hěn chǎo,rất ồn,เสียงดังมาก,very noisy,樓上的小孩一直跑來跑去，所以晚上房間很吵。,"Trẻ con trên lầu cứ chạy qua chạy lại, nên buổi tối phòng rất ồn.",เด็กชั้นบนวิ่งไปวิ่งมาตลอด ดังนั้นตอนกลางคืนห้องจึงเสียงดังมาก,"The children upstairs keep running around, so the room is very noisy at night."
如果……就……,rú guǒ... jiù...,nếu... thì...,ถ้า...ก็...,if... then...,如果你常常看新聞節目，就能知道很多新消息。,"Nếu bạn thường xem chương trình tin tức, bạn có thể biết nhiều tin mới.",ถ้าคุณดูรายการข่าวบ่อย ๆ ก็จะรู้ข่าวใหม่มากมาย,"If you often watch news programs, you can learn a lot of new information."
常常,cháng cháng,thường xuyên,บ่อย ๆ,often,爺爺常常聽收音機，因為他喜歡知道每天的新聞。,Ông nội thường nghe radio vì ông thích biết tin tức mỗi ngày.,คุณปู่มักฟังวิทยุ เพราะเขาชอบรู้ข่าวประจำวัน,Grandpa often listens to the radio because he likes knowing the daily news.
新聞,xīn wén,tin tức,ข่าว,news,今天的新聞說明天會下大雨，大家出門要帶傘。,"Tin tức hôm nay nói ngày mai sẽ mưa to, mọi người ra ngoài phải mang ô.",ข่าววันนี้บอกว่าพรุ่งนี้ฝนจะตกหนัก ทุกคนออกจากบ้านต้องเอาร่มไป,"Today’s news says it will rain heavily tomorrow, so everyone should bring an umbrella."
節目,jié mù,chương trình,รายการ,program / show,這個電視節目介紹臺灣的食物，很多學生都很喜歡看。,"Chương trình truyền hình này giới thiệu món ăn Đài Loan, nhiều học sinh rất thích xem.",รายการโทรทัศน์นี้แนะนำอาหารไต้หวัน นักเรียนหลายคนชอบดูมาก,"This TV program introduces Taiwanese food, and many students like watching it."
知道,zhī dào,biết,รู้,to know,小美看了報紙以後，才知道學校明天不上課。,"Sau khi đọc báo, Tiểu Mỹ mới biết ngày mai trường không có lớp.",หลังจากอ่านหนังสือพิมพ์ เสี่ยวเหม่ยจึงรู้ว่าพรุ่งนี้โรงเรียนไม่มีเรียน,"After reading the newspaper, Xiaomei learned that there is no school tomorrow."
新,xīn,mới,ใหม่,new,哥哥買了一台新電腦，準備用它做報告。,"Anh trai mua một chiếc máy tính mới, chuẩn bị dùng nó làm báo cáo.",พี่ชายซื้อคอมพิวเตอร์เครื่องใหม่ เตรียมใช้ทำรายงาน,My older brother bought a new computer and plans to use it to make reports.
消息,xiāo xí,tin tức / thông tin,ข่าว / ข้อมูล,news / message,老師在群組裡告訴大家一個重要消息，明天要考試。,Giáo viên nói với mọi người một tin quan trọng trong nhóm: ngày mai có thi.,ครูบอกข่าวสำคัญกับทุกคนในกลุ่มว่า พรุ่งนี้มีสอบ,The teacher tells everyone an important message in the group: there is an exam tomorrow.
舊,jiù,cũ,เก่า,old,這台舊收音機還可以用，所以爺爺不想買新的。,"Cái radio cũ này vẫn dùng được, nên ông nội không muốn mua cái mới.",วิทยุเก่าเครื่องนี้ยังใช้ได้ ดังนั้นคุณปู่ไม่อยากซื้อเครื่องใหม่,"This old radio still works, so Grandpa does not want to buy a new one."
報紙,bào zhǐ,báo giấy,หนังสือพิมพ์,newspaper,爸爸每天早上看報紙，也會跟我們說今天的新消息。,Mỗi sáng bố đọc báo và cũng nói cho chúng tôi biết tin mới hôm nay.,พ่ออ่านหนังสือพิมพ์ทุกเช้า และจะบอกข่าวใหม่วันนี้ให้พวกเราฟัง,Dad reads the newspaper every morning and tells us the day’s news.
電視,diàn shì,ti vi,โทรทัศน์,television / TV,吃完晚餐後，弟弟想看電視，但是媽媽叫他先做作業。,"Sau khi ăn tối xong, em trai muốn xem TV, nhưng mẹ bảo em làm bài tập trước.",หลังกินอาหารเย็น น้องชายอยากดูโทรทัศน์ แต่แม่ให้เขาทำการบ้านก่อน,"After dinner, the younger brother wants to watch TV, but Mom tells him to do homework first."
收音機,shōu yīn jī,radio / máy thu thanh,วิทยุ,radio,奶奶不會用電腦，所以她每天用收音機聽新聞。,"Bà không biết dùng máy tính, nên mỗi ngày bà dùng radio nghe tin tức.",คุณยายใช้คอมพิวเตอร์ไม่เป็น ดังนั้นเธอใช้วิทยุฟังข่าวทุกวัน,"Grandma does not know how to use a computer, so she listens to the news on the radio every day."
