生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
雖然...可是...,suī rán...kě shì...,mặc dù...nhưng...,แม้ว่า...แต่...,although...but...,雖然小明以前沒見過她，可是他們聊得很開心。,"Mặc dù Tiểu Minh trước đây chưa từng gặp cô ấy, nhưng họ trò chuyện rất vui.",แม้ว่าเสี่ยวหมิงไม่เคยเจอเธอมาก่อน แต่พวกเขาคุยกันอย่างมีความสุข,"Although Xiaoming had never met her before, they chatted happily."
沒見過,méi jiàn guò,chưa từng gặp,ไม่เคยเจอ,have never met,小明以前沒見過明美，可是他覺得她很親切。,"Tiểu Minh trước đây chưa từng gặp Minh Mỹ, nhưng cậu ấy thấy cô ấy rất thân thiện.",เสี่ยวหมิงไม่เคยเจอหมิงเหม่ยมาก่อน แต่เขารู้สึกว่าเธอเป็นมิตรมาก,"Xiaoming had never met Mingmei before, but he thought she was very friendly."
聊得,liáo dé,trò chuyện đến mức,คุยกันได้,chat in a certain way,他們在舞會上聊得很開心，還交換了電話號碼。,Họ trò chuyện rất vui ở buổi khiêu vũ và còn trao đổi số điện thoại.,พวกเขาคุยกันอย่างสนุกในงานเต้นรำ และยังแลกหมายเลขโทรศัพท์กัน,They chatted happily at the dance party and exchanged phone numbers.
很開心,hěn kāi xīn,rất vui,มีความสุขมาก,very happy,今天的情況很很開心，所以大家都需要小心一點。,"Tình huống hôm nay rất rất vui, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้มีความสุขมากมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very very happy, so everyone needs to be a little careful."
希望,xī wàng,hy vọng,หวังว่า,to hope,今天下午，小美要希望，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải hy vọng, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องหวังว่า ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to hope, so she arranged her time first."
要,yào,muốn / phải,ต้องการ / ต้อง,to want / need to,小華明天要去動物園，所以他今天先查好路線。,"Ngày mai Tiểu Hoa muốn đi sở thú, nên hôm nay cậu ấy tra đường trước.",พรุ่งนี้เสี่ยวหัวจะไปสวนสัตว์ วันนี้เขาจึงเช็กเส้นทางก่อน,"Xiaohua is going to the zoo tomorrow, so he checked the route today."
要A跟B要某物,yào A gēn B yào mǒu wù,muốn A xin B cái gì đó,ต้องการให้ A ขอของบางอย่างจาก B,want A to ask B for something,朋友希望小王跟明美要電話號碼，這樣下次還可以聊天。,"Bạn bè hy vọng Tiểu Vương xin số điện thoại của Minh Mỹ, như vậy lần sau còn có thể trò chuyện.",เพื่อนหวังว่าเสี่ยวหวังจะขอหมายเลขโทรศัพท์จากหมิงเหม่ย แบบนี้ครั้งหน้าจะได้คุยกันอีก,His friend hoped Xiaowang would ask Mingmei for her phone number so they could chat again next time.
電話號碼,diàn huà hào mǎ,số điện thoại,หมายเลขโทรศัพท์,phone number,小明把電話號碼放在桌上，準備等一下使用。,"Tiểu Minh đặt số điện thoại lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางหมายเลขโทรศัพท์ไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the phone number on the table and prepared to use it later.
認識,rèn shí,quen biết,รู้จัก,to know / meet,今天下午，小美要認識，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải quen biết, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องรู้จัก ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to know / meet, so she arranged her time first."
從小就,cóng xiǎo jiù,từ nhỏ đã,ตั้งแต่เด็กก็,since childhood,小王從小就喜歡跳舞，所以很喜歡參加舞會。,"Tiểu Vương từ nhỏ đã thích nhảy múa, nên rất thích tham gia buổi khiêu vũ.",เสี่ยวหวังชอบเต้นรำตั้งแต่เด็ก จึงชอบเข้าร่วมงานเต้นรำมาก,"Xiaowang has liked dancing since childhood, so he loves joining dance parties."
遲到,chí dào,đến muộn,มาสาย,to be late,今天的情況很遲到，所以大家都需要小心一點。,"Tình huống hôm nay rất đến muộn, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้มาสายมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very to be late, so everyone needs to be a little careful."
約會,yuē huì,cuộc hẹn / hẹn hò,นัด / เดต,date / appointment,小美和朋友約會，可是她每次都遲到。,"Tiểu Mỹ hẹn gặp bạn, nhưng lần nào cô ấy cũng đến muộn.",เสี่ยวเหม่ยนัดกับเพื่อน แต่เธอมาสายทุกครั้ง,"Xiaomei had an appointment with her friend, but she was late every time."
哪一次準時了,nǎ yī cì zhǔn shí le,lần nào từng đúng giờ,ครั้งไหนที่ตรงเวลา,which time was on time,小美常常遲到，朋友問她哪一次準時了。,"Tiểu Mỹ thường đến muộn, bạn hỏi cô ấy lần nào từng đúng giờ.",เสี่ยวเหม่ยมักมาสาย เพื่อนถามเธอว่าครั้งไหนเคยมาตรงเวลา,"Xiaomei is often late, so her friend asked when she had ever been on time."
每次都,měi cì dōu,lần nào cũng,ทุกครั้งก็,every time,小美每次都會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ lần nào cũng sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยทุกครั้งก็จะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei every time goes for a walk in the park, and it has become her habit."
說一樣的話,shuō yī yàng de huà,nói cùng một câu,พูดคำเดิม,say the same thing,小美每次遲到，都說一樣的話。,"Mỗi lần Tiểu Mỹ đến muộn, cô ấy đều nói cùng một câu.",เสี่ยวเหม่ยมาสายทุกครั้ง และพูดคำเดิมทุกครั้ง,"Every time Xiaomei is late, she says the same thing."
不覺得,bù jué dé,không cảm thấy / không nghĩ,ไม่รู้สึก / ไม่คิดว่า,do not think / do not feel,小美不覺得自己遲到，反而覺得朋友太早到了。,"Tiểu Mỹ không nghĩ mình đến muộn, ngược lại còn thấy bạn đến quá sớm.",เสี่ยวเหม่ยไม่คิดว่าตัวเองมาสาย กลับคิดว่าเพื่อนมาถึงเร็วเกินไป,"Xiaomei does not think she is late; instead, she thinks her friend arrived too early."
你太早到了嗎,nǐ tài zǎo dào le ma,có phải bạn đến quá sớm không,คุณมาถึงเร็วเกินไปไหม,did you arrive too early?,小美問朋友：「你不覺得你太早到了嗎？」,Tiểu Mỹ hỏi bạn: “Bạn không thấy bạn đến quá sớm sao?”,เสี่ยวเหม่ยถามเพื่อนว่า “คุณไม่คิดว่าคุณมาถึงเร็วเกินไปหรือ”,"Xiaomei asked her friend, “Don’t you think you arrived too early?”"
不太高興,bù tài gāo xìng,không vui lắm,ไม่ค่อยพอใจ,not very happy,今天的情況很不太高興，所以大家都需要小心一點。,"Tình huống hôm nay rất không vui lắm, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้ไม่ค่อยพอใจมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very not very happy, so everyone needs to be a little careful."
著急,zhù jí,lo lắng / sốt ruột,รีบร้อน / กังวล,anxious / worried,今天的情況很著急，所以大家都需要小心一點。,"Tình huống hôm nay rất lo lắng / sốt ruột, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้รีบร้อน / กังวลมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very anxious / worried, so everyone needs to be a little careful."
找,zhǎo,tìm,หา,to look for,今天下午，小美要找，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải tìm, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องหา ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to look for, so she arranged her time first."
擔心,dān xīn,lo lắng,กังวล,to worry,朋友等了很久，開始擔心小美是不是不安全。,Bạn đợi rất lâu và bắt đầu lo Tiểu Mỹ có an toàn không.,เพื่อนรอนานมาก จึงเริ่มกังวลว่าเสี่ยวเหม่ยปลอดภัยไหม,Her friend waited for a long time and began to worry whether Xiaomei was safe.
安全,ān quán,an toàn,ปลอดภัย,safe / safety,今天的情況很安全，所以大家都需要小心一點。,"Tình huống hôm nay rất an toàn, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้ปลอดภัยมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very safe / safety, so everyone needs to be a little careful."
不客氣,bù kè qì,không khách sáo / không lịch sự,ไม่เกรงใจ / ไม่สุภาพ,not polite / no need to thank,今天的情況很不客氣，所以大家都需要小心一點。,"Tình huống hôm nay rất không khách sáo / không lịch sự, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้ไม่เกรงใจ / ไม่สุภาพมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very not polite / no need to thank, so everyone needs to be a little careful."
太...了吧,tài...le ba,quá...rồi nhỉ,...เกินไปไหม,too...isn’t it?,經理給的工作也太多了吧，三個人很難做完。,"Công việc quản lý giao cũng quá nhiều rồi, ba người rất khó làm xong.",งานที่ผู้จัดการให้มากเกินไปไหม สามคนทำให้เสร็จได้ยากมาก,The work the manager gave is too much; it is hard for three people to finish.
就,jiù,chỉ / thì,ก็ / แค่,just / then,就我們三個人，要做完全部的事真的不容易。,Chỉ có ba người chúng tôi mà phải làm xong tất cả mọi việc thì thật không dễ.,มีแค่พวกเราสามคน ต้องทำงานทั้งหมดให้เสร็จไม่ง่ายจริง ๆ,"With just the three of us, finishing all the work is really not easy."
做完,zuò wán,làm xong,ทำเสร็จ,to finish doing,今天下午，小美要做完，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải làm xong, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องทำเสร็จ ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to finish doing, so she arranged her time first."
全部的事,quán bù de shì,tất cả mọi việc,งานทั้งหมด,all the things,經理要他們三個人做完全部的事。,Quản lý muốn ba người họ làm xong tất cả mọi việc.,ผู้จัดการต้องการให้พวกเขาสามคนทำงานทั้งหมดให้เสร็จ,The manager wanted the three of them to finish all the work.
經驗,jīng yàn,kinh nghiệm,ประสบการณ์,experience,小王的經驗最多，所以大家請他先教同事。,"Tiểu Vương có nhiều kinh nghiệm nhất, nên mọi người nhờ cậu ấy dạy đồng nghiệp trước.",เสี่ยวหวังมีประสบการณ์มากที่สุด ทุกคนจึงขอให้เขาสอนเพื่อนร่วมงานก่อน,"Xiaowang has the most experience, so everyone asked him to teach his coworkers first."
開始,kāi shǐ,bắt đầu,เริ่ม,to start,今天下午，小美要開始，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải bắt đầu, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องเริ่ม ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to start, so she arranged her time first."
先A再B,xiān A zài B,trước tiên A rồi mới B,ทำ A ก่อนแล้วค่อยทำ B,"first A, then B",小王先教同事怎麼做，再一起處理全部的事情。,"Tiểu Vương dạy đồng nghiệp cách làm trước, rồi cùng xử lý tất cả mọi việc.",เสี่ยวหวังสอนเพื่อนร่วมงานก่อนว่าต้องทำอย่างไร แล้วค่อยจัดการงานทั้งหมดด้วยกัน,"Xiaowang first taught his coworkers how to do it, and then they handled all the tasks together."
處理,chù lǐ,xử lý,จัดการ,to handle,今天下午，小美要處理，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải xử lý, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องจัดการ ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to handle, so she arranged her time first."
事情,shì qíng,việc,เรื่อง / งาน,things / matters,事情很多，他們必須快點開始處理。,"Có nhiều việc, họ phải nhanh chóng bắt đầu xử lý.",มีเรื่องต้องทำมาก พวกเขาต้องรีบเริ่มจัดการ,"There were many things to do, so they had to start handling them quickly."
休息,xiū xī,nghỉ ngơi,พักผ่อน,to rest,今天下午，小美要休息，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải nghỉ ngơi, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องพักผ่อน ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to rest, so she arranged her time first."
工作,gōng zuò,công việc / làm việc,งาน / ทำงาน,work / job,王先生的工作很忙，他每天都要和很多客人說話。,"Công việc của anh Vương rất bận, mỗi ngày anh ấy đều phải nói chuyện với nhiều khách.",งานของคุณหวังยุ่งมาก เขาต้องพูดคุยกับลูกค้าหลายคนทุกวัน,"Mr. Wang’s job is busy, and he has to talk with many customers every day."
願意,yuàn yì,bằng lòng / sẵn lòng,ยินดี / เต็มใจ,to be willing,今天下午，小美要願意，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải bằng lòng / sẵn lòng, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องยินดี / เต็มใจ ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to be willing, so she arranged her time first."
幫忙,bāng máng,giúp đỡ,ช่วยเหลือ,to help,今天下午，小美要幫忙，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải giúp đỡ, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องช่วยเหลือ ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to help, so she arranged her time first."
完全,wán quán,hoàn toàn,ทั้งหมด / อย่างสิ้นเชิง,completely,今天的情況很完全，所以大家都需要小心一點。,"Tình huống hôm nay rất hoàn toàn, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้ทั้งหมด / อย่างสิ้นเชิงมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very completely, so everyone needs to be a little careful."
沒經驗,méi jīng yàn,không có kinh nghiệm,ไม่มีประสบการณ์,inexperienced,今天的情況很沒經驗，所以大家都需要小心一點。,"Tình huống hôm nay rất không có kinh nghiệm, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้ไม่มีประสบการณ์มาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very inexperienced, so everyone needs to be a little careful."
需要,xū yào,cần,ต้องการ / จำเป็น,to need,新人沒經驗，所以需要小王先教他們。,"Người mới không có kinh nghiệm, nên cần Tiểu Vương dạy họ trước.",พนักงานใหม่ไม่มีประสบการณ์ จึงต้องการให้เสี่ยวหวังสอนพวกเขาก่อน,"The newcomers had no experience, so they needed Xiaowang to teach them first."
教,jiào,dạy,สอน,to teach,今天下午，小美要教，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải dạy, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องสอน ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to teach, so she arranged her time first."
認為,rèn wèi,cho rằng,คิดว่า,to think / believe,小美認為天氣冷的時候，出門要多穿一件衣服。,"Tiểu Mỹ cho rằng khi trời lạnh, ra ngoài phải mặc thêm một chiếc áo.",เสี่ยวเหม่ยคิดว่าเวลาอากาศหนาว ออกจากบ้านต้องใส่เสื้อเพิ่มหนึ่งตัว,"Xiaomei thinks that when the weather is cold, one should wear one more piece of clothing when going out."
工作太多,gōng zuò tài duō,quá nhiều việc,งานเยอะเกินไป,too much work,這位先生覺得工作太多，三個人根本做不完。,"Người đàn ông này cảm thấy công việc quá nhiều, ba người căn bản làm không xong.",ผู้ชายคนนี้คิดว่างานเยอะเกินไป สามคนทำไม่เสร็จแน่นอน,The man felt there was too much work and that three people could not finish it.
最近,zuì jìn,gần đây,ช่วงนี้ / เมื่อเร็ว ๆ นี้,recently,小美最近會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ gần đây sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยช่วงนี้ / เมื่อเร็ว ๆ นี้จะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei recently goes for a walk in the park, and it has become her habit."
睡得,shuì dé,ngủ được,นอนได้,sleep in a certain way,小王最近睡得不好，所以去看醫生。,"Gần đây Tiểu Vương ngủ không ngon, nên đi khám bác sĩ.",ช่วงนี้เสี่ยวหวังนอนไม่ดี จึงไปหาหมอ,"Xiaowang has not been sleeping well recently, so he went to see a doctor."
不好,bù hǎo,không tốt,ไม่ดี,not good,今天的情況很不好，所以大家都需要小心一點。,"Tình huống hôm nay rất không tốt, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้ไม่ดีมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very not good, so everyone needs to be a little careful."
剛剛,gāng gāng,vừa mới,เมื่อกี้,just now,小美剛剛會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ vừa mới sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยเมื่อกี้จะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei just now goes for a walk in the park, and it has become her habit."
看病,kàn bìng,đi khám bệnh,ไปหาหมอ,to see a doctor,今天下午，小美要看病，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải đi khám bệnh, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องไปหาหมอ ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to see a doctor, so she arranged her time first."
醫生,yī shēng,bác sĩ,หมอ,doctor,這位醫生每天都要和很多人說話，工作非常忙。,"Người bác sĩ này mỗi ngày đều phải nói chuyện với nhiều người, công việc rất bận.",หมอคนนี้ต้องพูดคุยกับคนจำนวนมากทุกวัน งานยุ่งมาก,This doctor has to talk with many people every day and is very busy at work.
常常,cháng cháng,thường xuyên,บ่อย ๆ,often,小美常常會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ thường xuyên sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยบ่อย ๆจะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei often goes for a walk in the park, and it has become her habit."
出去走走,chū qù zǒu zǒu,ra ngoài đi dạo,ออกไปเดินเล่น,go out for a walk,今天下午，小美要出去走走，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải ra ngoài đi dạo, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องออกไปเดินเล่น ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to go out for a walk, so she arranged her time first."
運動,yùn dòng,vận động / thể thao,ออกกำลังกาย / กีฬา,exercise / sport,放學以後，小王和朋友一起運動，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè vận động / thể thao, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนออกกำลังกาย / กีฬาด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends exercise / sport, and they had a lot of fun."
比較好,bǐ jiào hǎo,tốt hơn,ดีกว่า,better,今天的情況很比較好，所以大家都需要小心一點。,"Tình huống hôm nay rất tốt hơn, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้ดีกว่ามาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very better, so everyone needs to be a little careful."
不過,bù guò,tuy nhiên,แต่ว่า,however,最近天氣冷，不過小王還是每天出去運動。,"Gần đây trời lạnh, tuy nhiên Tiểu Vương vẫn ra ngoài vận động mỗi ngày.",ช่วงนี้อากาศหนาว แต่ว่าเสี่ยวหวังยังออกไปออกกำลังกายทุกวัน,"The weather has been cold recently; however, Xiaowang still goes out to exercise every day."
天氣冷,tiān qì lěng,trời lạnh,อากาศหนาว,cold weather,天氣冷的時候，出門要多穿一件衣服。,"Khi trời lạnh, ra ngoài phải mặc thêm một chiếc áo.",เวลาอากาศหนาว ออกจากบ้านต้องใส่เสื้อเพิ่มหนึ่งตัว,"When the weather is cold, you should wear one more piece of clothing when going out."
容易,róng yì,dễ,ง่าย,easy / easily,今天的情況很容易，所以大家都需要小心一點。,"Tình huống hôm nay rất dễ, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้ง่ายมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very easy / easily, so everyone needs to be a little careful."
感冒,gǎn mào,bị cảm,เป็นหวัด,to have a cold,最近天氣冷，小美出門沒有多穿衣服，所以感冒了。,"Gần đây trời lạnh, Tiểu Mỹ ra ngoài không mặc thêm áo, nên bị cảm.",ช่วงนี้อากาศหนาว เสี่ยวเหม่ยออกจากบ้านโดยไม่ใส่เสื้อเพิ่ม จึงเป็นหวัด,"The weather has been cold recently, and Xiaomei caught a cold because she did not wear more clothes when going out."
出門,chū mén,ra ngoài,ออกจากบ้าน,to go out,今天下午，小美要出門，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải ra ngoài, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องออกจากบ้าน ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to go out, so she arranged her time first."
多穿,duō chuān,mặc thêm,ใส่เพิ่ม,wear more,今天下午，小美要多穿，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải mặc thêm, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องใส่เพิ่ม ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to wear more, so she arranged her time first."
一件衣服,yī jiàn yī fú,một chiếc áo / một bộ quần áo,เสื้อผ้าหนึ่งชิ้น,one piece of clothing,醫生提醒小王，天氣冷時要多穿一件衣服。,Bác sĩ nhắc Tiểu Vương rằng khi trời lạnh phải mặc thêm một chiếc áo.,หมอเตือนเสี่ยวหวังว่าเวลาอากาศหนาวต้องใส่เสื้อเพิ่มหนึ่งตัว,The doctor reminded Xiaowang to wear one more piece of clothing when the weather is cold.
原因,yuán yīn,nguyên nhân,เหตุผล,reason,小王去看病的原因是他最近睡得不好。,Nguyên nhân Tiểu Vương đi khám bệnh là gần đây cậu ấy ngủ không ngon.,เหตุผลที่เสี่ยวหวังไปหาหมอคือช่วงนี้เขานอนไม่ดี,The reason Xiaowang went to see a doctor was that he had not been sleeping well recently.
害怕,hài pà,sợ,กลัว,to be afraid,小美害怕感冒，所以出門前多穿了一件衣服。,"Tiểu Mỹ sợ bị cảm, nên trước khi ra ngoài đã mặc thêm một chiếc áo.",เสี่ยวเหม่ยกลัวเป็นหวัด จึงใส่เสื้อเพิ่มหนึ่งตัวก่อนออกจากบ้าน,"Xiaomei was afraid of catching a cold, so she wore one more piece of clothing before going out."
累,lèi,mệt,เหนื่อย,tired,今天的情況很累，所以大家都需要小心一點。,"Tình huống hôm nay rất mệt, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้เหนื่อยมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very tired, so everyone needs to be a little careful."
停車,tíng chē,dừng xe / đỗ xe,หยุดรถ / จอดรถ,to stop the car,放學以後，小王和朋友一起停車，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè dừng xe / đỗ xe, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนหยุดรถ / จอดรถด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends to stop the car, and they had a lot of fun."
一邊...一邊...,yì biān...yì biān...,vừa...vừa...,ทำ...ไปด้วย ทำ...ไปด้วย,while...while...,那位小姐一邊開車一邊拿著酒，警察覺得很危險。,"Cô ấy vừa lái xe vừa cầm rượu, cảnh sát thấy rất nguy hiểm.",ผู้หญิงคนนั้นขับรถไปด้วยถือเหล้าไปด้วย ตำรวจคิดว่าอันตรายมาก,"The woman was driving while holding alcohol, and the police thought it was dangerous."
開車,kāi chē,lái xe,ขับรถ,to drive,放學以後，小王和朋友一起開車，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè lái xe, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนขับรถด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends to drive, and they had a lot of fun."
喝酒,hē jiǔ,uống rượu,ดื่มเหล้า,to drink alcohol,放學以後，小王和朋友一起喝酒，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè uống rượu, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนดื่มเหล้าด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends to drink alcohol, and they had a lot of fun."
警察先生,jǐng chá xiān shēng,ông cảnh sát,คุณตำรวจ,Mr. police officer,這位警察先生每天都要和很多人說話，工作非常忙。,"Người ông cảnh sát này mỗi ngày đều phải nói chuyện với nhiều người, công việc rất bận.",คุณตำรวจคนนี้ต้องพูดคุยกับคนจำนวนมากทุกวัน งานยุ่งมาก,This Mr. police officer has to talk with many people every day and is very busy at work.
只是,zhǐ shì,chỉ là,เพียงแค่,just / only,她沒有喝酒，只是手上拿著酒。,"Cô ấy không uống rượu, chỉ là đang cầm rượu trên tay.",เธอไม่ได้ดื่มเหล้า เพียงแค่ถือเหล้าอยู่ในมือ,She did not drink alcohol; she was only holding it in her hand.
拿著,ná zhù,cầm,ถืออยู่,to hold,那位小姐一隻手拿著酒，一隻手開車，警察覺得很危險。,"Cô ấy một tay cầm rượu, một tay lái xe, cảnh sát thấy rất nguy hiểm.",ผู้หญิงคนนั้นมือหนึ่งถือเหล้า อีกมือหนึ่งขับรถ ตำรวจคิดว่าอันตรายมาก,"The woman held alcohol in one hand and drove with the other, which the police thought was dangerous."
手,shǒu,tay,มือ,hand,小王的手很痛，所以他今天去醫院看病。,"Tay của Tiểu Vương rất đau, nên hôm nay cậu ấy đi bệnh viện khám bệnh.",มือของเสี่ยวหวังเจ็บมาก ดังนั้นวันนี้เขาไปโรงพยาบาลเพื่อหาหมอ,"Xiaowang’s hand hurt, so he went to the hospital today."
放到,fàng dào,đặt lên / để vào,วางไปที่,to put onto,今天下午，小美要放到，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải đặt lên / để vào, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องวางไปที่ ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to put onto, so she arranged her time first."
頭上,tóu shàng,trên đầu,บนหัว,on the head,小王的頭上很痛，所以他今天去醫院看病。,"Trên đầu của Tiểu Vương rất đau, nên hôm nay cậu ấy đi bệnh viện khám bệnh.",บนหัวของเสี่ยวหวังเจ็บมาก ดังนั้นวันนี้เขาไปโรงพยาบาลเพื่อหาหมอ,"Xiaowang’s on the head hurt, so he went to the hospital today."
